n, each1e6, each1e4, each1e3, each, mean1e6, mean1e4, mean1e3, mean, variance, stdDev, median, median1e3
3011, 5082529.0, 50825.29, 5082.5293, 5.082529, 5082529.0, 50825.29, 5082.5293, 5.082529, 1.3675436e-3, 3.6980312e-2, 5.076541, 5076.541
2911, 4720955.0, 47209.55, 4720.955, 4.720955, 4720955.0, 47209.55, 4720.955, 4.720955, 1.000218e-3, 3.1626225e-2, 4.714005, 4714.005
2811, 4302781.5, 43027.816, 4302.7817, 4.3027816, 4302781.5, 43027.816, 4302.7817, 4.3027816, 1.4360299e-4, 1.1983446e-2, 4.299726, 4299.726
2711, 3987813.3, 39878.133, 3987.8132, 3.9878132, 3987813.3, 39878.133, 3987.8132, 3.9878132, 1.2412147e-3, 3.523088e-2, 3.981173, 3981.173
2611, 3720812.0, 37208.12, 3720.812, 3.720812, 3720812.0, 37208.12, 3720.812, 3.720812, 1.6241651e-3, 4.030093e-2, 3.707317, 3707.3171
2511, 3380122.3, 33801.223, 3380.122, 3.3801222, 3380122.3, 33801.223, 3380.122, 3.3801222, 9.207455e-4, 3.0343788e-2, 3.375989, 3375.989
2411, 3142714.0, 31427.14, 3142.714, 3.142714, 3142714.0, 31427.14, 3142.714, 3.142714, 1.5409389e-3, 3.9254796e-2, 3.133108, 3133.108
2311, 2885551.3, 28855.512, 2885.5513, 2.8855512, 2885551.3, 28855.512, 2885.5513, 2.8855512, 2.7714204e-4, 1.6647583e-2, 2.88147, 2881.47
2211, 2583071.0, 25830.709, 2583.071, 2.583071, 2583071.0, 25830.709, 2583.071, 2.583071, 8.862887e-5, 9.414291e-3, 2.583154, 2583.154
2111, 2307260.3, 23072.604, 2307.2603, 2.3072603, 2307260.3, 23072.604, 2307.2603, 2.3072603, 9.788348e-4, 3.1286336e-2, 2.301406, 2301.406
2011, 2079651.4, 20796.514, 2079.6514, 2.0796514, 2079651.4, 20796.514, 2079.6514, 2.0796514, 1.2504285e-4, 1.1182256e-2, 2.080176, 2080.176
1911, 1858656.4, 18586.564, 1858.6564, 1.8586564, 1858656.4, 18586.564, 1858.6564, 1.8586564, 1.272595e-3, 3.567345e-2, 1.843937, 1843.937
1811, 1659046.3, 16590.463, 1659.0463, 1.6590463, 1659046.3, 16590.463, 1659.0463, 1.6590463, 6.976352e-5, 8.352456e-3, 1.660017, 1660.017
1711, 1470036.3, 14700.362, 1470.0363, 1.4700363, 1470036.3, 14700.362, 1470.0363, 1.4700363, 6.496617e-5, 8.060159e-3, 1.472002, 1472.0021
1611, 1295044.5, 12950.445, 1295.0446, 1.2950445, 1295044.5, 12950.445, 1295.0446, 1.2950445, 9.902393e-5, 9.9510765e-3, 1.291325, 1291.325
1511, 1123238.8, 11232.388, 1123.2388, 1.1232388, 1123238.8, 11232.388, 1123.2388, 1.1232388, 7.022546e-5, 8.380064e-3, 1.121753, 1121.7529
1411, 1003638.0, 10036.38, 1003.638, 1.003638, 1003638.0, 10036.38, 1003.638, 1.003638, 2.857998e-5, 5.346025e-3, 1.003791, 1003.79095
1311, 812120.06, 8121.2007, 812.12006, 0.8121201, 812120.06, 8121.2007, 812.12006, 0.8121201, 5.603413e-4, 2.3671528e-2, 0.80463, 804.63
1211, 685297.1, 6852.971, 685.2971, 0.68529713, 685297.1, 6852.971, 685.2971, 0.68529713, 1.882747e-5, 4.339063e-3, 0.684625, 684.625
1111, 580853.3, 5808.5327, 580.8533, 0.5808533, 580853.3, 5808.5327, 580.8533, 0.5808533, 3.4487224e-5, 5.8725826e-3, 0.579259, 579.259
1011, 467191.9, 4671.919, 467.1919, 0.4671919, 467191.9, 4671.919, 467.1919, 0.4671919, 3.534531e-5, 5.945192e-3, 0.466033, 466.03302
911, 349920.84, 3499.2085, 349.92084, 0.34992084, 349920.84, 3499.2085, 349.92084, 0.34992084, 1.7851817e-5, 4.225141e-3, 0.350564, 350.564
811, 289502.34, 2895.0234, 289.50235, 0.28950235, 289502.34, 2895.0234, 289.50235, 0.28950235, 9.73595e-5, 9.867092e-3, 0.287457, 287.457
711, 216603.44, 2166.0344, 216.60344, 0.21660344, 216603.44, 2166.0344, 216.60344, 0.21660344, 1.1538904e-5, 3.3968962e-3, 0.216615, 216.615
611, 163126.63, 1631.2664, 163.12663, 0.16312663, 163126.63, 1631.2664, 163.12663, 0.16312663, 1.3385984e-5, 3.658686e-3, 0.163475, 163.475
511, 105355.02, 1053.5503, 105.35503, 0.105355024, 105355.02, 1053.5503, 105.35503, 0.105355024, 7.428236e-6, 2.725479e-3, 0.10462, 104.62
411, 71305.73, 713.0573, 71.30573, 7.130573e-2, 71305.73, 713.0573, 71.30573, 7.130573e-2, 4.8618317e-6, 2.2049563e-3, 7.0997e-2, 70.997
311, 40184.832, 401.84833, 40.184834, 4.0184833e-2, 40184.832, 401.84833, 40.184834, 4.0184833e-2, 2.1356018e-6, 1.4613698e-3, 3.9884e-2, 39.884003
211, 18141.133, 181.41133, 18.141134, 1.8141134e-2, 18141.133, 181.41133, 18.141134, 1.8141134e-2, 8.687122e-7, 9.320473e-4, 1.8081e-2, 18.081
111, 4939.133, 49.391327, 4.9391327, 4.939133e-3, 4939.133, 49.391327, 4.9391327, 4.939133e-3, 1.4255299e-7, 3.775619e-4, 4.803e-3, 4.803
11, 131.90001, 1.3190001, 0.13190001, 1.3190001e-4, 131.90001, 1.3190001, 0.13190001, 1.3190001e-4, 6.420757e-9, 8.012963e-5, 1.03e-4, 0.103
