n, each1e6, each1e4, each1e3, each, mean1e6, mean1e4, mean1e3, mean, variance, stdDev, median, median1e3
3011, 3275.576, 32.755756, 3.2755759, 3.2755758e-3, 1637788.0, 16377.879, 1637.788, 1.6377879, 3.363971e-4, 1.8341132e-2, 1.636775, 1636.775
3001, 3294.3848, 32.943848, 3.2943847, 3.2943848e-3, 1647192.4, 16471.924, 1647.1924, 1.6471924, 3.746854e-4, 1.935679e-2, 1.644276, 1644.276
2991, 3190.5146, 31.905146, 3.1905146, 3.1905146e-3, 1595257.3, 15952.573, 1595.2573, 1.5952573, 1.4778831e-3, 3.8443245e-2, 1.587013, 1587.0131
2981, 3267.6304, 32.676304, 3.2676306, 3.2676305e-3, 1633815.3, 16338.153, 1633.8153, 1.6338153, 2.6163188e-4, 1.617504e-2, 1.630382, 1630.382
2971, 3203.8257, 32.038258, 3.2038257, 3.2038258e-3, 1601912.9, 16019.129, 1601.9128, 1.6019129, 1.766645e-4, 1.329152e-2, 1.599993, 1599.993
2961, 3266.0728, 32.66073, 3.2660728, 3.2660728e-3, 1633036.4, 16330.363, 1633.0364, 1.6330364, 1.3146384e-4, 1.1465768e-2, 1.634394, 1634.394
2951, 3174.935, 31.74935, 3.174935, 3.174935e-3, 1587467.5, 15874.676, 1587.4675, 1.5874676, 2.3455583e-4, 1.5315216e-2, 1.583021, 1583.021
2941, 3193.589, 31.935892, 3.1935892, 3.1935892e-3, 1596794.6, 15967.946, 1596.7946, 1.5967946, 1.5913919e-4, 1.2615038e-2, 1.597086, 1597.0859
2931, 3174.1587, 31.741587, 3.1741588, 3.1741587e-3, 1587079.4, 15870.794, 1587.0793, 1.5870794, 4.6069818e-4, 2.146388e-2, 1.583212, 1583.212
2921, 3216.8384, 32.168385, 3.2168384, 3.2168385e-3, 1608419.1, 16084.191, 1608.4192, 1.6084192, 1.7656984e-4, 1.3287959e-2, 1.607037, 1607.037
2911, 3128.4844, 31.284843, 3.1284842, 3.1284844e-3, 1564242.1, 15642.421, 1564.2421, 1.5642421, 2.2762615e-4, 1.5087284e-2, 1.563308, 1563.308
2901, 3136.124, 31.36124, 3.136124, 3.136124e-3, 1568062.0, 15680.619, 1568.0619, 1.568062, 2.3001112e-4, 1.5166118e-2, 1.566604, 1566.604
2891, 3097.9893, 30.979893, 3.0979893, 3.0979894e-3, 1548994.6, 15489.946, 1548.9946, 1.5489947, 1.9660927e-4, 1.4021743e-2, 1.547168, 1547.168
2881, 3090.9426, 30.909426, 3.0909426, 3.0909425e-3, 1545471.3, 15454.713, 1545.4713, 1.5454713, 3.3164883e-4, 1.8211229e-2, 1.545288, 1545.288
2871, 3236.181, 32.36181, 3.2361808, 3.2361809e-3, 1618090.4, 16180.904, 1618.0903, 1.6180904, 1.611547e-3, 4.014408e-2, 1.610181, 1610.181
2861, 3065.3289, 30.653288, 3.0653288, 3.0653288e-3, 1532664.4, 15326.645, 1532.6644, 1.5326644, 1.8810402e-4, 1.3715102e-2, 1.531582, 1531.582
2851, 3105.6162, 31.056162, 3.105616, 3.1056162e-3, 1552808.0, 15528.08, 1552.8081, 1.552808, 1.9940734e-4, 1.4121166e-2, 1.551441, 1551.4409
2841, 3075.4143, 30.754143, 3.0754144, 3.0754143e-3, 1537707.3, 15377.072, 1537.7072, 1.5377072, 1.7115448e-4, 1.3082602e-2, 1.53618, 1536.18
2831, 3066.4714, 30.664715, 3.0664716, 3.0664715e-3, 1533235.8, 15332.357, 1533.2358, 1.5332358, 3.891451e-4, 1.972676e-2, 1.529697, 1529.6969
2821, 3011.5603, 30.115602, 3.0115602, 3.0115603e-3, 1505780.1, 15057.801, 1505.7802, 1.5057801, 2.0851773e-4, 1.4440143e-2, 1.505678, 1505.6781
2811, 3041.5508, 30.415508, 3.0415506, 3.0415507e-3, 1520775.4, 15207.753, 1520.7753, 1.5207753, 2.3533757e-4, 1.5340717e-2, 1.518818, 1518.818
2801, 3064.1968, 30.641968, 3.0641968, 3.0641968e-3, 1532098.4, 15320.984, 1532.0984, 1.5320984, 6.920101e-4, 2.6306085e-2, 1.526868, 1526.868
2791, 3002.444, 30.02444, 3.002444, 3.002444e-3, 1501222.0, 15012.22, 1501.222, 1.501222, 2.5301197e-4, 1.590635e-2, 1.499799, 1499.7991
2781, 2996.195, 29.96195, 2.996195, 2.996195e-3, 1498097.5, 14980.976, 1498.0975, 1.4980975, 3.0515605e-4, 1.7468717e-2, 1.495138, 1495.1381
2771, 3020.4807, 30.204807, 3.0204806, 3.0204807e-3, 1510240.4, 15102.403, 1510.2404, 1.5102403, 2.1707971e-4, 1.4733625e-2, 1.50948, 1509.48
