n,m,each1e6,each1e4,each1e3, each,mean1e6,mean1e4,mean1e3, mean, variance, stdDev, median,median1e3
1371,377.534797923588,583.3904,5.833904,0.58339036,5.8339036E-04,583390.4,5833.9033,583.3904,0.58339036,4.8528003E-05,6.9662044E-03,0.582624,582.624
1361,374.78107948505,555.0263,5.550263,0.5550263,5.550263E-04,555026.3,5550.2627,555.0263,0.5550263,6.1253515E-05,7.826462E-03,0.553616,553.61597
1351,372.027361046512,591.43134,5.9143133,0.5914313,5.9143134E-04,591431.3,5914.313,591.43134,0.5914313,5.2575608E-05,7.250904E-03,0.590608,590.608
1341,369.273642607973,517.30786,5.1730785,0.5173078,5.1730784E-04,517307.8,5173.078,517.3078,0.5173078,4.28212E-05,6.543791E-03,0.51577,515.77
1331,366.519924169435,551.7385,5.5173855,0.55173856,5.5173854E-04,551738.56,5517.3857,551.7386,0.55173856,2.8863085E-05,5.3724376E-03,0.551149,551.149
1321,363.766205730897,519.55206,5.195521,0.5195521,5.195521E-04,519552.13,5195.521,519.5521,0.5195521,3.7159734E-05,6.0958783E-03,0.520291,520.29095
1311,361.012487292359,539.9618,5.399618,0.5399618,5.399618E-04,539961.8,5399.618,539.9618,0.5399618,3.3591154E-05,5.7957876E-03,0.539789,539.789
1301,358.258768853821,548.699,5.48699,0.548699,5.48699E-04,548699.0,5486.99,548.69904,0.548699,1.1229437E-04,1.0596904E-02,0.546678,546.678
1291,355.505050415282,520.12573,5.201257,0.52012575,5.2012573E-04,520125.75,5201.2573,520.12573,0.52012575,2.9645478E-05,5.444766E-03,0.519453,519.453
1281,352.751331976744,487.4372,4.874372,0.48743722,4.874372E-04,487437.22,4874.372,487.43723,0.48743722,4.8516937E-05,6.96541E-03,0.486221,486.22098
1271,349.997613538206,554.63916,5.5463915,0.55463916,5.5463915E-04,554639.2,5546.3916,554.63916,0.55463916,3.6015594E-05,6.0012992E-03,0.55377,553.77
1261,347.243895099668,493.88635,4.9388638,0.49388635,4.9388636E-04,493886.38,4938.864,493.88638,0.49388638,2.6449998E-05,5.142956E-03,0.492472,492.472
1251,344.49017666113,511.72147,5.1172147,0.5117215,5.117215E-04,511721.5,5117.215,511.7215,0.5117215,1.8607727E-05,4.3136673E-03,0.511758,511.75803
1241,341.736458222591,480.5127,4.805127,0.4805127,4.805127E-04,480512.72,4805.127,480.5127,0.4805127,2.4287327E-05,4.9282173E-03,0.481016,481.01602
1231,338.982739784053,503.41153,5.0341153,0.50341153,5.034115E-04,503411.53,5034.115,503.41153,0.50341153,2.1131763E-04,1.4536768E-02,0.498207,498.207
1221,336.229021345515,464.46936,4.644694,0.46446937,4.6446937E-04,464469.38,4644.694,464.46936,0.46446937,2.134535E-05,4.6201027E-03,0.463528,463.528
1211,333.475302906977,462.4714,4.624714,0.4624714,4.624714E-04,462471.4,4624.714,462.4714,0.4624714,4.345225E-05,6.5918323E-03,0.461033,461.033
1201,330.721584468439,473.56863,4.7356863,0.47356862,4.7356862E-04,473568.63,4735.686,473.5686,0.47356862,4.463607E-05,6.681023E-03,0.471786,471.78598
1191,327.9678660299,479.18146,4.7918143,0.47918144,4.7918144E-04,479181.44,4791.8145,479.18143,0.47918144,3.992787E-05,6.3188504E-03,0.478237,478.237
1181,325.214147591362,483.9983,4.839983,0.4839983,4.839983E-04,483998.3,4839.983,483.9983,0.4839983,4.3485667E-05,6.5943664E-03,0.483789,483.789
1171,322.460429152824,455.915,4.5591497,0.455915,4.55915E-04,455915.0,4559.15,455.915,0.455915,5.584148E-05,7.472716E-03,0.455001,455.001
1161,319.706710714286,438.7764,4.387764,0.4387764,4.387764E-04,438776.4,4387.764,438.7764,0.4387764,3.4712488E-05,5.8917305E-03,0.438314,438.314
1151,316.952992275748,448.94846,4.489485,0.44894847,4.4894847E-04,448948.47,4489.485,448.9485,0.44894847,2.2522381E-05,4.745775E-03,0.44824,448.24002
1141,314.199273837209,455.3176,4.553176,0.45531762,4.553176E-04,455317.63,4553.1763,455.31763,0.45531762,5.8744878E-05,7.6645208E-03,0.454358,454.358
1131,311.445555398671,467.78275,4.6778274,0.46778277,4.6778275E-04,467782.78,4677.8276,467.78278,0.46778277,3.0323572E-05,5.506684E-03,0.467243,467.24298
1121,308.691836960133,388.14014,3.8814015,0.38814014,3.8814015E-04,388140.16,3881.4014,388.14014,0.38814014,2.5386977E-05,5.038549E-03,0.387671,387.671
1111,305.938118521595,445.20178,4.452018,0.44520178,4.452018E-04,445201.78,4452.018,445.20178,0.44520178,2.6463806E-05,5.1442985E-03,0.444616,444.616
1101,303.184400083056,419.04803,4.19048,0.41904804,4.1904804E-04,419048.03,4190.4805,419.04803,0.41904804,4.5735796E-05,6.7628245E-03,0.418084,418.08398
1091,300.430681644518,411.1894,4.111894,0.4111894,4.111894E-04,411189.4,4111.894,411.1894,0.4111894,2.7479984E-05,5.2421354E-03,0.410697,410.69702
1081,297.67696320598,421.0959,4.210959,0.4210959,4.210959E-04,421095.9,4210.959,421.09592,0.4210959,2.0166359E-05,4.490697E-03,0.419989,419.98898
1071,294.923244767442,412.2965,4.122965,0.4122965,4.122965E-04,412296.5,4122.965,412.2965,0.4122965,5.811325E-05,7.623205E-03,0.410888,410.888
1061,292.169526328904,391.33298,3.9133298,0.39133298,3.91333E-04,391332.97,3913.3298,391.33298,0.39133298,2.3189281E-05,4.815525E-03,0.391385,391.38498
1051,289.415807890365,404.02405,4.040241,0.40402406,4.0402406E-04,404024.06,4040.2407,404.02408,0.40402406,2.070327E-05,4.5500845E-03,0.402933,402.933
1041,286.662089451827,378.34137,3.7834136,0.37834135,3.7834136E-04,378341.34,3783.4136,378.34134,0.37834135,4.3789973E-05,6.6173994E-03,0.377165,377.16498
1031,283.908371013289,405.13736,4.0513735,0.40513736,4.0513737E-04,405137.38,4051.3735,405.13736,0.40513736,3.474475E-05,5.8944677E-03,0.40493,404.93
1021,281.154652574751,352.45917,3.5245917,0.35245916,3.5245917E-04,352459.16,3524.5916,352.45917,0.35245916,2.2942959E-05,4.789881E-03,0.350953,350.953
1011,278.400934136213,371.25717,3.7125716,0.37125716,3.7125716E-04,371257.16,3712.5715,371.25714,0.37125716,2.9333245E-05,5.4160175E-03,0.370769,370.76898
1001,275.647215697674,395.64313,3.9564312,0.39564312,3.9564312E-04,395643.13,3956.4312,395.64313,0.39564312,1.7704516E-04,1.3305832E-02,0.393613,393.613
991,272.893497259136,366.21896,3.6621897,0.36621898,3.6621897E-04,366218.97,3662.19,366.219,0.36621898,6.804565E-05,8.248978E-03,0.365236,365.23602
981,270.139778820598,354.1268,3.5412679,0.35412678,3.541268E-04,354126.78,3541.2678,354.12677,0.35412678,1.5669975E-05,3.958532E-03,0.353975,353.975
971,267.38606038206,368.01007,3.6801007,0.36801007,3.6801008E-04,368010.06,3680.1008,368.01007,0.36801007,1.6252177E-05,4.031399E-03,0.367726,367.726
961,264.632341943522,365.06412,3.6506412,0.36506414,3.6506413E-04,365064.16,3650.6414,365.06415,0.36506414,2.4510551E-05,4.950813E-03,0.36424,364.24
951,261.878623504983,344.7875,3.447875,0.34478748,3.447875E-04,344787.47,3447.8748,344.78748,0.34478748,2.2854425E-05,4.78063E-03,0.344152,344.152
941,259.124905066445,341.93353,3.4193354,0.34193355,3.4193354E-04,341933.56,3419.3354,341.93356,0.34193355,2.0614842E-05,4.540357E-03,0.341285,341.285
931,256.371186627907,333.2878,3.332878,0.3332878,3.332878E-04,333287.8,3332.8782,333.2878,0.3332878,1.1711396E-05,3.4221916E-03,0.332941,332.941
921,253.617468189369,333.24707,3.3324707,0.33324707,3.3324707E-04,333247.06,3332.4707,333.24707,0.33324707,2.839438E-05,5.3286375E-03,0.331447,331.447
911,250.863749750831,330.88257,3.3088257,0.33088258,3.3088258E-04,330882.6,3308.8257,330.88257,0.33088258,3.3064127E-05,5.7501416E-03,0.330116,330.116
901,248.110031312292,337.268,3.37268,0.337268,3.37268E-04,337268.0,3372.68,337.268,0.337268,2.6571519E-05,5.154757E-03,0.336085,336.085
891,245.356312873754,327.12372,3.2712371,0.3271237,3.271237E-04,327123.7,3271.237,327.1237,0.3271237,5.287288E-04,2.2994105E-02,0.323016,323.016
881,242.602594435216,316.84952,3.1684954,0.31684953,3.1684953E-04,316849.53,3168.4954,316.84952,0.31684953,2.2459251E-05,4.739119E-03,0.316202,316.20203
871,239.848875996678,338.49948,3.384995,0.3384995,3.384995E-04,338499.5,3384.9949,338.49948,0.3384995,2.6279542E-05,5.1263575E-03,0.337839,337.83902
861,237.09515755814,305.50345,3.0550346,0.30550346,3.0550346E-04,305503.47,3055.0347,305.50345,0.30550346,2.1951178E-05,4.6852087E-03,0.304286,304.286
851,234.341439119601,329.03418,3.2903416,0.32903418,3.2903417E-04,329034.2,3290.3418,329.03418,0.32903418,3.1864696E-05,5.644882E-03,0.328934,328.93402
841,231.587720681063,307.32642,3.0732641,0.3073264,3.073264E-04,307326.4,3073.2642,307.32642,0.3073264,1.9651836E-05,4.433039E-03,0.306637,306.637
831,228.834002242525,287.57477,2.8757477,0.28757477,2.8757477E-04,287574.78,2875.7476,287.57477,0.28757477,1.5761254E-05,3.9700447E-03,0.287196,287.196
821,226.080283803987,297.05875,2.9705875,0.29705876,2.9705875E-04,297058.75,2970.5876,297.05875,0.29705876,1.0035676E-05,3.1679135E-03,0.296803,296.803
811,223.326565365449,271.82263,2.7182262,0.27182263,2.7182262E-04,271822.63,2718.2263,271.82263,0.27182263,1.7910917E-05,4.232129E-03,0.27066,270.66
801,220.57284692691,282.13916,2.8213916,0.28213918,2.8213917E-04,282139.2,2821.3918,282.1392,0.28213918,1.3294289E-05,3.6461335E-03,0.282253,282.253
791,217.819128488372,283.4633,2.8346329,0.28346327,2.8346328E-04,283463.28,2834.6328,283.46326,0.28346327,1.8207384E-05,4.2670113E-03,0.282763,282.763
781,215.065410049834,277.49295,2.7749295,0.27749294,2.7749295E-04,277492.94,2774.9294,277.49295,0.27749294,1.755417E-05,4.1897697E-03,0.276287,276.287
771,212.311691611296,282.44928,2.8244927,0.28244928,2.8244927E-04,282449.28,2824.4927,282.44928,0.28244928,1.4693783E-05,3.833247E-03,0.282219,282.219
761,209.557973172757,261.3829,2.613829,0.2613829,2.613829E-04,261382.9,2613.829,261.3829,0.2613829,2.344993E-05,4.842513E-03,0.261335,261.335
751,206.804254734219,263.202,2.63202,0.263202,2.63202E-04,263202.0,2632.02,263.20203,0.263202,1.6552602E-05,4.0684887E-03,0.263764,263.764
741,204.050536295681,249.93112,2.4993112,0.24993113,2.4993112E-04,249931.11,2499.311,249.9311,0.24993111,1.2438525E-05,3.5268294E-03,0.249819,249.819
731,201.296817857143,259.6158,2.596158,0.2596158,2.596158E-04,259615.81,2596.1582,259.6158,0.2596158,9.54134E-06,3.088906E-03,0.259333,259.333
721,198.543099418605,246.72452,2.467245,0.24672452,2.4672452E-04,246724.52,2467.245,246.72452,0.24672452,1.1418591E-05,3.3791405E-03,0.246046,246.046
711,195.789380980066,235.29773,2.3529773,0.23529772,2.3529773E-04,235297.72,2352.9773,235.29773,0.23529772,8.152844E-06,2.8553186E-03,0.235096,235.096
701,193.035662541528,237.2957,2.372957,0.2372957,2.372957E-04,237295.7,2372.957,237.2957,0.2372957,1.5194572E-05,3.8980215E-03,0.237431,237.431
691,190.28194410299,222.08662,2.2208662,0.22208662,2.2208663E-04,222086.63,2220.8662,222.08662,0.22208662,9.8163855E-06,3.1331112E-03,0.221985,221.985
681,187.528225664452,231.49063,2.3149064,0.23149063,2.3149063E-04,231490.63,2314.9063,231.49063,0.23149063,6.1222636E-05,7.82449E-03,0.228494,228.494
671,184.774507225914,230.68915,2.3068914,0.23068915,2.3068915E-04,230689.16,2306.8916,230.68915,0.23068915,1.6004144E-05,4.000518E-03,0.229856,229.856
661,182.020788787375,222.97838,2.2297838,0.22297838,2.2297839E-04,222978.39,2229.784,222.97838,0.22297838,4.1808922E-05,6.4659817E-03,0.221322,221.322
651,179.267070348837,210.51434,2.1051433,0.21051434,2.1051434E-04,210514.34,2105.1433,210.51434,0.21051434,1.629452E-05,4.0366473E-03,0.210074,210.07399
641,176.513351910299,204.44926,2.0444925,0.20444925,2.0444926E-04,204449.25,2044.4926,204.44925,0.20444925,1.8407894E-05,4.2904424E-03,0.203291,203.291
631,173.759633471761,200.51538,2.005154,0.20051537,2.0051538E-04,200515.38,2005.1537,200.51538,0.20051537,3.2040567E-05,5.660439E-03,0.199737,199.737
621,171.005915033223,220.88916,2.2088916,0.22088915,2.2088915E-04,220889.16,2208.8916,220.88914,0.22088915,1.0654223E-05,3.2640807E-03,0.220671,220.671
611,168.252196594684,200.195,2.00195,0.200195,2.00195E-04,200195.0,2001.95,200.19499,0.200195,1.7021854E-05,4.125755E-03,0.19886,198.86
601,165.498478156146,203.79561,2.0379562,0.20379561,2.0379561E-04,203795.61,2037.9562,203.79561,0.20379561,2.3431352E-05,4.8405943E-03,0.203312,203.312
591,162.744759717608,188.47035,1.8847035,0.18847035,1.8847035E-04,188470.34,1884.7035,188.47035,0.18847035,1.5845932E-05,3.980695E-03,0.187198,187.198
581,159.99104127907,210.95586,2.1095586,0.21095586,2.1095586E-04,210955.86,2109.5586,210.95586,0.21095586,3.1704374E-05,5.6306636E-03,0.209758,209.758
571,157.237322840532,183.85402,1.8385402,0.18385401,1.8385402E-04,183854.02,1838.5402,183.85402,0.18385401,3.3817127E-05,5.8152494E-03,0.182396,182.396
561,154.483604401993,187.69293,1.8769293,0.18769293,1.8769293E-04,187692.92,1876.9292,187.69293,0.18769293,3.6418856E-05,6.0348036E-03,0.18625,186.25
551,151.729885963455,168.05362,1.6805363,0.16805363,1.6805362E-04,168053.63,1680.5363,168.05362,0.16805363,1.9296092E-05,4.392732E-03,0.167809,167.80899
541,148.976167524917,174.61537,1.7461537,0.17461537,1.7461537E-04,174615.38,1746.1537,174.61537,0.17461537,2.2119864E-05,4.703176E-03,0.173857,173.85701
531,146.222449086379,163.72935,1.6372936,0.16372935,1.6372936E-04,163729.36,1637.2936,163.72935,0.16372935,3.276096E-05,5.723719E-03,0.162205,162.205
521,143.468730647841,174.57822,1.7457823,0.17457822,1.7457822E-04,174578.22,1745.7822,174.57822,0.17457822,4.7771744E-05,6.911711E-03,0.17253,172.53
511,140.715012209302,166.85751,1.6685752,0.16685751,1.6685751E-04,166857.52,1668.5751,166.85751,0.16685751,2.6208547E-05,5.1194285E-03,0.165199,165.19899
501,137.961293770764,144.67146,1.4467146,0.14467146,1.4467146E-04,144671.45,1446.7146,144.67145,0.14467146,1.691439E-05,4.1127107E-03,0.144137,144.137
491,135.207575332226,163.11679,1.6311679,0.16311678,1.6311678E-04,163116.78,1631.1678,163.11678,0.16311678,2.3931543E-05,4.8919874E-03,0.16269,162.69
481,132.453856893688,157.70879,1.5770879,0.15770878,1.5770878E-04,157708.78,1577.0878,157.70879,0.15770878,1.2445638E-05,3.5278376E-03,0.157179,157.179
471,129.70013845515,146.46257,1.4646257,0.14646257,1.4646257E-04,146462.58,1464.6257,146.46257,0.14646257,1.6352727E-05,4.0438506E-03,0.145709,145.709
461,126.946420016611,141.78822,1.4178822,0.14178821,1.4178822E-04,141788.22,1417.8822,141.78821,0.14178821,2.5655689E-05,5.0651445E-03,0.141114,141.114
451,124.192701578073,150.68628,1.5068628,0.15068628,1.5068628E-04,150686.28,1506.8628,150.68628,0.15068628,1.2154122E-04,1.1024574E-02,0.14879,148.79001
441,121.438983139535,133.7895,1.337895,0.13378951,1.3378951E-04,133789.52,1337.8951,133.7895,0.13378951,2.00885E-05,4.4820197E-03,0.133335,133.33499
431,118.685264700997,121.69989,1.2169989,0.12169989,1.2169989E-04,121699.89,1216.9989,121.69989,0.12169989,1.35372475E-05,3.6793E-03,0.120864,120.864
421,115.931546262458,125.50123,1.2550123,0.12550123,1.2550123E-04,125501.23,1255.0123,125.50123,0.12550123,1.7103715E-05,4.1356636E-03,0.124596,124.596
411,113.17782782392,116.330795,1.163308,0.116330795,1.163308E-04,116330.8,1163.308,116.330795,0.116330795,1.0095674E-05,3.177369E-03,0.115581,115.581
401,110.424109385382,124.46513,1.2446513,0.12446514,1.2446514E-04,124465.13,1244.6512,124.46513,0.12446513,1.6873124E-05,4.107691E-03,0.122978,122.978004
391,107.670390946844,119.38894,1.1938894,0.11938894,1.1938894E-04,119388.94,1193.8894,119.38894,0.11938894,1.5730877E-05,3.966217E-03,0.119188,119.188
381,104.916672508306,104.42161,1.044216,0.1044216,1.04421604E-04,104421.6,1044.2161,104.4216,0.1044216,1.8362225E-05,4.2851167E-03,0.103533,103.533
371,102.162954069767,114.43179,1.144318,0.11443179,1.14431794E-04,114431.79,1144.3179,114.43179,0.11443179,2.0660313E-05,4.5453617E-03,0.11371,113.71
361,99.4092356312292,105.34593,1.0534593,0.105345935,1.05345935E-04,105345.94,1053.4594,105.34593,0.105345935,1.5937192E-05,3.992141E-03,0.105277,105.277
351,96.655517192691,105.50218,1.0550218,0.10550218,1.0550218E-04,105502.18,1055.0219,105.50218,0.10550218,1.5132409E-05,3.8900399E-03,0.104806,104.806
341,93.9017987541528,86.92918,0.8692918,8.692918E-02,8.6929176E-05,86929.18,869.2918,86.92918,8.692918E-02,1.1731737E-05,3.4251623E-03,8.5901E-02,85.901
331,91.1480803156146,101.32957,1.0132957,0.10132957,1.0132957E-04,101329.57,1013.2957,101.329575,0.10132957,2.5883066E-05,5.0875405E-03,0.101875,101.875
321,88.3943618770764,94.007576,0.94007576,9.4007574E-02,9.400758E-05,94007.57,940.07574,94.007576,9.4007574E-02,1.0172925E-05,3.1895023E-03,9.3129E-02,93.129
311,85.6406434385382,88.49028,0.8849028,8.849028E-02,8.849028E-05,88490.28,884.9028,88.49028,8.849028E-02,1.112754E-05,3.3357968E-03,8.7819E-02,87.819
301,82.886925,82.886925,0.8288692,8.288693E-02,8.288692E-05,82886.93,828.86926,82.886925,8.288693E-02,7.866127E-06,2.8046616E-03,8.232E-02,82.32
