n, each1e6, each1e4, each1e3, each, mean1e6, mean1e4, mean1e3, mean, variance, stdDev, median, median1e3
3011, 1627.8617, 16.278616, 1.6278616, 1.6278616e-3, 813930.8, 8139.308, 813.9308, 0.8139308, 2.9852914e-4, 1.7277995e-2, 0.808697, 808.69696
3001, 1647.1947, 16.471947, 1.6471947, 1.6471947e-3, 823597.4, 8235.974, 823.59735, 0.8235974, 3.0976292e-4, 1.7600084e-2, 0.820564, 820.56396
2991, 1490.4271, 14.90427, 1.490427, 1.4904271e-3, 745213.5, 7452.1353, 745.2135, 0.7452135, 5.803136e-4, 2.40897e-2, 0.739005, 739.005
2981, 1494.9429, 14.9494295, 1.4949429, 1.4949429e-3, 747471.44, 7474.7144, 747.47144, 0.74747145, 1.9743461e-4, 1.4051142e-2, 0.744176, 744.17596
2971, 1597.5529, 15.975529, 1.5975529, 1.5975529e-3, 798776.44, 7987.7646, 798.7764, 0.79877645, 3.715806e-4, 1.9276425e-2, 0.791678, 791.67804
2961, 1582.113, 15.82113, 1.582113, 1.582113e-3, 791056.5, 7910.565, 791.0565, 0.7910565, 5.262502e-4, 2.2940144e-2, 0.78413, 784.13
2951, 1515.5413, 15.155413, 1.5155412, 1.5155412e-3, 757770.6, 7577.706, 757.77057, 0.7577706, 4.6047207e-4, 2.1458613e-2, 0.751795, 751.795
2941, 1540.615, 15.40615, 1.540615, 1.540615e-3, 770307.5, 7703.0747, 770.3075, 0.7703075, 2.50951e-4, 1.5841434e-2, 0.765898, 765.898
2931, 1479.6897, 14.796897, 1.4796897, 1.4796897e-3, 739844.9, 7398.4487, 739.84485, 0.73984486, 1.8161775e-4, 1.3476563e-2, 0.738841, 738.841
2921, 1490.2731, 14.902731, 1.490273, 1.490273e-3, 745136.5, 7451.365, 745.1365, 0.7451365, 2.1599194e-4, 1.4696664e-2, 0.744139, 744.13904
2911, 1451.0731, 14.510731, 1.451073, 1.4510731e-3, 725536.5, 7255.365, 725.5365, 0.7255365, 1.4313118e-4, 1.1963745e-2, 0.723672, 723.672
2901, 1404.3115, 14.043115, 1.4043115, 1.4043115e-3, 702155.75, 7021.5576, 702.15576, 0.70215577, 1.9928078e-4, 1.4116685e-2, 0.698088, 698.088
2891, 1609.3392, 16.093393, 1.6093392, 1.6093393e-3, 804669.6, 8046.6963, 804.6696, 0.8046696, 2.710176e-4, 1.6462613e-2, 0.802295, 802.29504
2881, 1456.5889, 14.565888, 1.4565889, 1.4565889e-3, 728294.44, 7282.9443, 728.29443, 0.72829443, 1.8985699e-4, 1.3778861e-2, 0.724242, 724.24194
