n,m,each1e6,each1e4,each1e3, each,mean1e6,mean1e4,mean1e3, mean, variance, stdDev, median,median1e3
1411,3119.23407672727,1309.1567,13.091568,1.3091568,1.3091568E-03,1309156.8,13091.567,1309.1567,1.3091568,1.1387461E-04,1.0671205E-02,1.309471,1309.4711
1401,3097.12752763636,1313.8193,13.138193,1.3138193,1.3138193E-03,1313819.3,13138.193,1313.8193,1.3138193,9.206184E-05,9.594887E-03,1.313094,1313.094
1391,3075.02097854545,1297.0562,12.970561,1.2970561,1.2970561E-03,1297056.1,12970.561,1297.056,1.2970561,8.1815204E-05,9.045175E-03,1.29651,1296.51
1381,3052.91442945455,1282.5941,12.825942,1.2825942,1.2825942E-03,1282594.3,12825.942,1282.5942,1.2825942,9.370746E-05,9.680261E-03,1.282608,1282.608
1371,3030.80788036364,1270.9564,12.709565,1.2709565,1.2709565E-03,1270956.5,12709.565,1270.9565,1.2709565,7.033774E-05,8.38676E-03,1.269202,1269.202
1361,3008.70133127273,1288.1633,12.881634,1.2881633,1.2881634E-03,1288163.3,12881.633,1288.1633,1.2881633,8.146887E-05,9.0260105E-03,1.28719,1287.19
1351,2986.59478218182,1249.8615,12.498614,1.2498615,1.2498614E-03,1249861.5,12498.615,1249.8615,1.2498615,1.374898E-04,1.17256045E-02,1.249835,1249.835
1341,2964.48823309091,1243.0726,12.430727,1.2430726,1.2430727E-03,1243072.6,12430.727,1243.0726,1.2430726,9.1161346E-05,9.547845E-03,1.243152,1243.152
1331,2942.381684,1230.51,12.3051,1.2305101,1.2305101E-03,1230510.1,12305.102,1230.5101,1.2305101,7.536064E-05,8.6810505E-03,1.230554,1230.554
1321,2920.27513490909,1255.8896,12.558897,1.2558897,1.2558897E-03,1255889.6,12558.896,1255.8896,1.2558897,6.8435556E-04,2.616019E-02,1.248409,1248.409
1311,2898.16858581818,1228.9,12.2890005,1.2289001,1.2289E-03,1228900.1,12289.001,1228.9,1.2289001,7.4542084E-05,8.633776E-03,1.226883,1226.883
1301,2876.06203672727,1201.1035,12.011036,1.2011036,1.2011036E-03,1201103.6,12011.036,1201.1035,1.2011036,1.2857774E-04,1.1339213E-02,1.200253,1200.253
1291,2853.95548763636,1199.6533,11.996533,1.1996534,1.1996534E-03,1199653.4,11996.534,1199.6534,1.1996534,8.3550345E-05,9.140587E-03,1.198169,1198.169
1281,2831.84893854545,1199.3035,11.993034,1.1993034,1.1993034E-03,1199303.4,11993.034,1199.3033,1.1993034,1.2652432E-04,1.1248303E-02,1.196725,1196.725
1271,2809.74238945455,1193.1841,11.931841,1.193184,1.193184E-03,1193184.0,11931.84,1193.184,1.193184,4.2429185E-04,2.0598346E-02,1.184556,1184.556
1261,2787.63584036364,1182.1522,11.821522,1.1821522,1.1821522E-03,1182152.1,11821.521,1182.1521,1.1821522,1.09253495E-04,1.045244E-02,1.178607,1178.6069
1251,2765.52929127273,1150.8748,11.508748,1.1508747,1.1508748E-03,1150874.8,11508.747,1150.8748,1.1508747,1.14803894E-04,1.0714658E-02,1.150312,1150.3119
1241,2743.42274218182,1126.5702,11.265701,1.1265701,1.1265702E-03,1126570.1,11265.701,1126.5701,1.1265701,1.18490214E-04,1.0885321E-02,1.122939,1122.939
1231,2721.31619309091,1106.9017,11.069016,1.1069016,1.1069017E-03,1106901.6,11069.017,1106.9016,1.1069016,6.176649E-05,7.859166E-03,1.106024,1106.024
1221,2699.209644,1107.9614,11.079614,1.1079614,1.1079614E-03,1107961.4,11079.614,1107.9614,1.1079614,6.7459376E-05,8.213365E-03,1.107435,1107.4349
1211,2677.10309490909,1076.9254,10.769255,1.0769254,1.0769254E-03,1076925.4,10769.254,1076.9254,1.0769254,7.793664E-05,8.828173E-03,1.07546,1075.46
1201,2654.99654581818,1097.2714,10.972713,1.0972713,1.0972713E-03,1097271.4,10972.713,1097.2714,1.0972713,8.170886E-05,9.039295E-03,1.0985,1098.5
1191,2632.88999672727,1092.1676,10.921676,1.0921676,1.0921676E-03,1092167.6,10921.676,1092.1676,1.0921676,9.9986544E-05,9.999327E-03,1.090163,1090.163
1181,2610.78344763636,1075.048,10.75048,1.075048,1.075048E-03,1075048.0,10750.4795,1075.048,1.075048,1.5053217E-04,1.2269155E-02,1.071336,1071.336
1171,2588.67689854545,1066.5842,10.665843,1.0665842,1.0665843E-03,1066584.3,10665.843,1066.5842,1.0665842,6.551586E-05,8.094187E-03,1.064998,1064.998
1161,2566.57034945455,1063.134,10.631341,1.0631341,1.063134E-03,1063134.1,10631.341,1063.134,1.0631341,1.2687937E-04,1.1264075E-02,1.062785,1062.785
1151,2544.46380036364,1054.1384,10.541384,1.0541384,1.0541384E-03,1054138.4,10541.384,1054.1384,1.0541384,1.09412504E-04,1.0460043E-02,1.053165,1053.1649
1141,2522.35725127273,1028.4878,10.284878,1.0284878,1.0284878E-03,1028487.8,10284.878,1028.4878,1.0284878,7.875431E-05,8.874362E-03,1.026925,1026.9249
1131,2500.25070218182,1019.6654,10.196654,1.0196654,1.0196654E-03,1019665.4,10196.653,1019.66534,1.0196654,6.488616E-05,8.055194E-03,1.020223,1020.223
1121,2478.14415309091,1011.6042,10.116042,1.0116042,1.0116042E-03,1011604.2,10116.042,1011.6042,1.0116042,6.0719685E-05,7.792284E-03,1.010935,1010.93494
1111,2456.037604,992.73505,9.92735,0.992735,9.92735E-04,992735.0,9927.351,992.73505,0.992735,1.4993935E-04,1.2244972E-02,0.988868,988.868
1101,2433.93105490909,983.2779,9.832779,0.9832779,9.832779E-04,983277.94,9832.779,983.2779,0.9832779,7.695736E-05,8.772534E-03,0.98331,983.31
1091,2411.82450581818,983.7829,9.83783,0.98378295,9.837829E-04,983782.94,9837.829,983.78296,0.98378295,9.4488525E-05,9.720521E-03,0.983031,983.03094
1081,2389.71795672727,971.22656,9.712265,0.9712266,9.7122655E-04,971226.56,9712.266,971.22656,0.9712266,1.17325304E-04,1.083168E-02,0.96931,969.31
1071,2367.61140763636,945.15094,9.451509,0.9451509,9.451509E-04,945150.94,9451.509,945.15094,0.9451509,5.5630786E-05,7.458605E-03,0.944874,944.87396
1061,2345.50485854545,928.043,9.280431,0.92804307,9.2804304E-04,928043.06,9280.431,928.0431,0.92804307,6.539472E-05,8.0867E-03,0.928656,928.656
1051,2323.39830945455,933.5428,9.335428,0.9335428,9.335428E-04,933542.8,9335.428,933.5428,0.9335428,5.057712E-05,7.1117594E-03,0.932436,932.436
1041,2301.29176036364,912.73285,9.127329,0.91273284,9.1273285E-04,912732.8,9127.328,912.73285,0.91273284,5.775943E-05,7.5999624E-03,0.912035,912.035
1031,2279.18521127273,910.6719,9.106719,0.9106719,9.106719E-04,910671.9,9106.719,910.6719,0.9106719,8.791263E-05,9.376174E-03,0.909535,909.535
1021,2257.07866218182,902.806,9.02806,0.902806,9.02806E-04,902806.0,9028.06,902.80597,0.902806,5.9446746E-05,7.7101714E-03,0.902699,902.699
1011,2234.97211309091,884.0548,8.8405485,0.88405484,8.840548E-04,884054.8,8840.549,884.0548,0.88405484,5.664827E-04,2.3800898E-02,0.878452,878.452
1001,2212.865564,871.69025,8.716902,0.8716902,8.716902E-04,871690.2,8716.902,871.6902,0.8716902,7.769267E-05,8.814344E-03,0.872336,872.336
991,2190.75901490909,860.6702,8.606702,0.8606702,8.6067023E-04,860670.2,8606.702,860.6702,0.8606702,5.3495845E-05,7.3140855E-03,0.858297,858.297
981,2168.65246581818,847.4166,8.474166,0.84741664,8.4741664E-04,847416.6,8474.166,847.4166,0.84741664,6.765123E-05,8.225037E-03,0.845842,845.842
971,2146.54591672727,857.0258,8.570258,0.8570258,8.570258E-04,857025.8,8570.258,857.0258,0.8570258,9.799331E-05,9.899157E-03,0.853855,853.85504
961,2124.43936763636,835.37445,8.3537445,0.8353745,8.3537446E-04,835374.5,8353.745,835.37445,0.8353745,5.481154E-05,7.4034813E-03,0.834898,834.898
951,2102.33281854545,806.569,8.065689,0.8065689,8.0656895E-04,806568.94,8065.689,806.5689,0.8065689,7.016755E-05,8.376608E-03,0.807301,807.30096
941,2080.22626945455,797.3557,7.973557,0.7973557,7.973557E-04,797355.7,7973.557,797.3557,0.7973557,5.0944025E-05,7.137508E-03,0.797159,797.159
931,2058.11972036364,788.0529,7.880529,0.7880529,7.880529E-04,788052.94,7880.5293,788.0529,0.7880529,4.541687E-05,6.739204E-03,0.787855,787.85504
921,2036.01317127273,789.97296,7.8997297,0.78997296,7.8997295E-04,789972.94,7899.7295,789.97296,0.78997296,7.5696626E-05,8.700381E-03,0.787792,787.79205
911,2013.90662218182,786.30536,7.8630533,0.78630537,7.8630535E-04,786305.4,7863.0537,786.30536,0.78630537,6.204315E-05,7.876747E-03,0.784729,784.729
901,1991.80007309091,762.8153,7.628153,0.7628153,7.628153E-04,762815.3,7628.153,762.8153,0.7628153,4.1973526E-05,6.478698E-03,0.763607,763.60706
891,1969.693524,770.4403,7.7044034,0.77044034,7.704403E-04,770440.3,7704.4033,770.44037,0.77044034,2.6542879E-05,5.151978E-03,0.770845,770.845
881,1947.58697490909,743.58624,7.435862,0.74358624,7.435862E-04,743586.25,7435.8623,743.58624,0.74358624,9.063319E-05,9.520147E-03,0.742874,742.874
871,1925.48042581818,735.6711,7.356711,0.7356711,7.356711E-04,735671.1,7356.711,735.6711,0.7356711,3.976336E-05,6.3058194E-03,0.735826,735.826
861,1903.37387672727,726.512,7.2651205,0.7265121,7.2651205E-04,726512.06,7265.1206,726.5121,0.7265121,3.7606216E-05,6.132391E-03,0.72638,726.38
851,1881.26732763636,703.6991,7.0369906,0.70369905,7.036991E-04,703699.06,7036.9907,703.69904,0.70369905,6.2521685E-05,7.907066E-03,0.703555,703.555
841,1859.16077854545,708.8974,7.088974,0.7088974,7.088974E-04,708897.44,7088.974,708.8974,0.7088974,5.618278E-05,7.4955174E-03,0.706145,706.14496
831,1837.05422945455,693.74945,6.9374948,0.6937495,6.9374946E-04,693749.5,6937.495,693.7495,0.6937495,5.726347E-05,7.567263E-03,0.692626,692.626
821,1814.94768036364,693.4856,6.934856,0.6934856,6.934856E-04,693485.6,6934.856,693.4856,0.6934856,8.531952E-05,9.236856E-03,0.691612,691.612
811,1792.84113127273,667.87555,6.6787558,0.6678756,6.678756E-04,667875.56,6678.756,667.8756,0.6678756,9.9522964E-05,9.97612E-03,0.666775,666.77496
801,1770.73458218182,659.78735,6.597873,0.65978736,6.597873E-04,659787.4,6597.8735,659.78735,0.65978736,4.3236774E-05,6.5754675E-03,0.659924,659.92395
791,1748.62803309091,648.7598,6.4875984,0.64875984,6.4875983E-04,648759.8,6487.5986,648.7598,0.64875984,6.2982355E-05,7.936142E-03,0.647317,647.317
781,1726.521484,634.1368,6.3413677,0.6341368,6.341368E-04,634136.8,6341.368,634.1368,0.6341368,6.768603E-05,8.227152E-03,0.632423,632.423
771,1704.41493490909,629.7089,6.297089,0.62970895,6.297089E-04,629708.94,6297.0894,629.7089,0.62970895,3.9768016E-05,6.3061886E-03,0.628692,628.69196
761,1682.30838581818,623.2344,6.2323437,0.6232344,6.232344E-04,623234.4,6232.3438,623.2344,0.6232344,1.2687732E-04,1.1263983E-02,0.620331,620.331
751,1660.20183672727,612.0852,6.120852,0.6120852,6.120852E-04,612085.25,6120.852,612.0852,0.6120852,2.830128E-05,5.3198948E-03,0.611455,611.455
741,1638.09528763636,590.00574,5.9000573,0.5900057,5.900057E-04,590005.7,5900.057,590.0057,0.5900057,5.2287123E-05,7.2309836E-03,0.588326,588.326
731,1615.98873854545,584.2532,5.8425317,0.5842532,5.8425317E-04,584253.2,5842.5317,584.2532,0.5842532,3.332406E-05,5.7726996E-03,0.584757,584.75696
721,1593.88218945455,588.12463,5.881246,0.58812463,5.881246E-04,588124.6,5881.246,588.12463,0.58812463,4.0894414E-05,6.394874E-03,0.587252,587.252
711,1571.77564036364,580.9001,5.809001,0.58090013,5.809001E-04,580900.1,5809.0015,580.90015,0.58090013,2.2236707E-05,4.7155814E-03,0.580867,580.867
701,1549.66909127273,563.34894,5.633489,0.56334895,5.6334893E-04,563348.94,5633.4893,563.34894,0.56334895,3.646939E-05,6.0389894E-03,0.561616,561.616
691,1527.56254218182,564.10754,5.6410756,0.56410754,5.6410755E-04,564107.56,5641.075,564.10754,0.56410754,4.4454682E-05,6.6674342E-03,0.564353,564.35297
681,1505.45599309091,546.1213,5.4612126,0.5461213,5.461213E-04,546121.3,5461.213,546.1213,0.5461213,3.439953E-05,5.8651115E-03,0.544532,544.532
671,1483.349444,537.98334,5.379833,0.5379833,5.379833E-04,537983.3,5379.833,537.9833,0.5379833,3.7568443E-05,6.12931E-03,0.537419,537.419
661,1461.24289490909,525.9834,5.259834,0.5259834,5.259834E-04,525983.4,5259.834,525.9834,0.5259834,4.7501315E-05,6.8921195E-03,0.523715,523.715
651,1439.13634581818,516.2053,5.162053,0.5162053,5.162053E-04,516205.3,5162.053,516.2053,0.5162053,2.6199517E-05,5.1185465E-03,0.516385,516.385
641,1417.02979672727,504.13858,5.0413857,0.5041386,5.041386E-04,504138.6,5041.3857,504.13858,0.5041386,2.4548011E-05,4.954595E-03,0.504212,504.21204
631,1394.92324763636,494.72507,4.947251,0.49472508,4.9472507E-04,494725.1,4947.251,494.72507,0.49472508,5.2364117E-05,7.2363056E-03,0.49414,494.13998
621,1372.81669854545,485.6494,4.8564944,0.4856494,4.8564942E-04,485649.4,4856.494,485.6494,0.4856494,3.274623E-05,5.722432E-03,0.48406,484.06
611,1350.71014945455,477.27646,4.7727647,0.47727644,4.7727645E-04,477276.44,4772.7646,477.27646,0.47727644,1.5321117E-05,3.91422E-03,0.477325,477.32498
601,1328.60360036364,474.9832,4.7498317,0.4749832,4.749832E-04,474983.2,4749.832,474.9832,0.4749832,1.5800932E-05,3.9750384E-03,0.474116,474.116
591,1306.49705127273,467.77744,4.6777744,0.46777743,4.6777743E-04,467777.44,4677.7744,467.77744,0.46777743,2.5863817E-05,5.085648E-03,0.467328,467.328
581,1284.39050218182,458.86603,4.5886602,0.45886603,4.5886604E-04,458866.03,4588.66,458.86603,0.45886603,1.5154302E-05,3.8928527E-03,0.458539,458.539
571,1262.28395309091,449.8522,4.498522,0.4498522,4.498522E-04,449852.2,4498.522,449.8522,0.4498522,3.0934843E-05,5.56191E-03,0.450265,450.26498
561,1240.177404,440.71423,4.4071426,0.44071424,4.4071424E-04,440714.25,4407.1426,440.71423,0.44071424,2.5855812E-05,5.084861E-03,0.4409,440.9
551,1218.07085490909,432.16797,4.3216796,0.43216795,4.3216796E-04,432167.94,4321.6797,432.16794,0.43216795,1.7003542E-05,4.123535E-03,0.432639,432.639
541,1195.96430581818,423.89926,4.2389927,0.42389926,4.2389927E-04,423899.25,4238.9927,423.89926,0.42389926,2.8929928E-05,5.3786547E-03,0.424664,424.664
531,1173.85775672727,411.99518,4.1199517,0.4119952,4.119952E-04,411995.2,4119.952,411.9952,0.4119952,2.2982593E-05,4.7940165E-03,0.412031,412.031
521,1151.75120763636,404.76004,4.0476003,0.40476003,4.0476004E-04,404760.03,4047.6003,404.76004,0.40476003,1.8936846E-05,4.3516485E-03,0.404628,404.62802
511,1129.64465854545,397.23737,3.9723737,0.39723736,3.9723737E-04,397237.38,3972.3735,397.23737,0.39723736,1.7170361E-05,4.1437135E-03,0.396193,396.193
501,1107.53810945455,392.82596,3.9282596,0.39282596,3.9282595E-04,392825.97,3928.2595,392.82596,0.39282596,1.7056766E-05,4.1299835E-03,0.392154,392.15402
491,1085.43156036364,381.0049,3.810049,0.3810049,3.810049E-04,381004.9,3810.049,381.0049,0.3810049,2.0522504E-05,4.530177E-03,0.380096,380.09598
481,1063.32501127273,382.73218,3.827322,0.38273218,3.827322E-04,382732.2,3827.3218,382.73218,0.38273218,3.216474E-04,1.7934531E-02,0.378433,378.43298
471,1041.21846218182,370.59076,3.7059078,0.37059078,3.7059077E-04,370590.78,3705.9077,370.5908,0.37059078,1.6473286E-05,4.05873E-03,0.371918,371.918
461,1019.11191309091,361.2915,3.6129153,0.36129153,3.6129152E-04,361291.53,3612.9153,361.29153,0.36129153,1.4721177E-05,3.8368185E-03,0.361128,361.128
451,997.005364,356.5897,3.5658967,0.35658967,3.5658968E-04,356589.7,3565.8967,356.58966,0.35658967,1.6311958E-05,4.0388065E-03,0.356022,356.022
441,974.898814909091,344.8151,3.4481509,0.34481508,3.4481508E-04,344815.06,3448.1506,344.81506,0.34481508,1.0828334E-05,3.2906434E-03,0.344546,344.546
431,952.792265818182,336.51935,3.3651936,0.33651936,3.3651936E-04,336519.38,3365.1936,336.51935,0.33651936,1.3787993E-05,3.7132187E-03,0.336347,336.34702
421,930.685716727273,326.79657,3.2679658,0.3267966,3.2679658E-04,326796.6,3267.9658,326.7966,0.3267966,1.5547219E-05,3.9429963E-03,0.326538,326.538
411,908.579167636364,319.487,3.19487,0.319487,3.19487E-04,319487.0,3194.87,319.487,0.319487,1.3284039E-05,3.6447274E-03,0.318589,318.589
401,886.472618545455,302.88144,3.0288143,0.30288145,3.0288144E-04,302881.44,3028.8145,302.88144,0.30288145,3.250866E-05,5.7016364E-03,0.301336,301.336
391,864.366069454545,300.37164,3.0037165,0.30037165,3.0037164E-04,300371.66,3003.7166,300.37164,0.30037165,4.2881373E-05,6.548387E-03,0.299073,299.073
381,842.259520363636,292.76166,2.9276166,0.29276165,2.9276166E-04,292761.66,2927.6165,292.76166,0.29276165,1.03174825E-05,3.2120838E-03,0.291947,291.94702
371,820.152971272727,286.20758,2.862076,0.2862076,2.862076E-04,286207.6,2862.076,286.20758,0.2862076,1.0882149E-05,3.2988102E-03,0.286179,286.17902
361,798.046422181818,271.5469,2.7154691,0.27154693,2.7154692E-04,271546.94,2715.4692,271.54694,0.27154693,8.880429E-06,2.9800048E-03,0.271627,271.627
351,775.939873090909,262.39795,2.6239796,0.26239794,2.6239795E-04,262397.94,2623.9795,262.39795,0.26239794,1.04879155E-05,3.2385052E-03,0.261872,261.87198
341,753.833324,259.07983,2.5907981,0.2590798,2.5907982E-04,259079.81,2590.798,259.0798,0.2590798,1.0647851E-05,3.2631045E-03,0.258849,258.849
331,731.726774909091,246.97012,2.4697013,0.24697013,2.4697013E-04,246970.13,2469.7014,246.97014,0.24697013,7.5552525E-06,2.748682E-03,0.246143,246.143
321,709.620225818182,240.7955,2.407955,0.24079551,2.407955E-04,240795.52,2407.955,240.7955,0.24079551,1.0681405E-05,3.2682419E-03,0.240607,240.607
311,687.513676727273,231.68939,2.316894,0.2316894,2.316894E-04,231689.39,2316.894,231.68939,0.2316894,1.1163554E-05,3.3411905E-03,0.231254,231.254
301,665.407127636364,222.40732,2.2240732,0.22240731,2.2240731E-04,222407.31,2224.073,222.40732,0.22240731,1.3045511E-05,3.611857E-03,0.221643,221.643
291,643.300578545455,211.01564,2.1101563,0.21101564,2.1101563E-04,211015.64,2110.1565,211.01564,0.21101564,6.115812E-06,2.4730167E-03,0.210634,210.63399
281,621.194029454545,206.27495,2.0627494,0.20627494,2.0627494E-04,206274.94,2062.7495,206.27495,0.20627494,3.5820096E-06,1.8926198E-03,0.206446,206.44601
271,599.087480363636,196.26631,1.962663,0.19626631,1.9626631E-04,196266.31,1962.6631,196.26631,0.19626631,6.8748127E-06,2.6219864E-03,0.195609,195.60901
261,576.980931272727,192.26073,1.9226073,0.19226073,1.9226073E-04,192260.73,1922.6073,192.26073,0.19226073,1.6042099E-05,4.005259E-03,0.192422,192.422
251,554.874382181818,188.07373,1.8807373,0.18807372,1.8807373E-04,188073.72,1880.7373,188.07373,0.18807372,1.2719978E-05,3.566508E-03,0.187205,187.205
241,532.767833090909,180.92653,1.8092653,0.18092652,1.8092652E-04,180926.52,1809.2651,180.92651,0.18092652,1.4805375E-05,3.8477753E-03,0.179899,179.899
231,510.661284,166.02458,1.6602458,0.16602458,1.6602458E-04,166024.58,1660.2458,166.02458,0.16602458,7.2155112E-06,2.6861704E-03,0.165193,165.19301
221,488.554734909091,162.41457,1.6241456,0.16241457,1.6241457E-04,162414.56,1624.1456,162.41457,0.16241457,6.5784566E-06,2.5648503E-03,0.162803,162.803
211,466.448185818182,152.31561,1.523156,0.15231562,1.5231561E-04,152315.61,1523.1561,152.31561,0.15231562,4.7577737E-06,2.1812322E-03,0.152207,152.207
201,444.341636727273,143.9542,1.4395419,0.1439542,1.439542E-04,143954.2,1439.542,143.95421,0.1439542,3.6519898E-06,1.911018E-03,0.143427,143.427
191,422.235087636364,139.59567,1.3959568,0.13959567,1.3959568E-04,139595.67,1395.9567,139.59567,0.13959567,6.659588E-06,2.5806178E-03,0.139565,139.565
181,400.128538545455,133.49457,1.3349457,0.13349457,1.3349457E-04,133494.58,1334.9457,133.49457,0.13349457,6.2260456E-06,2.4952046E-03,0.133113,133.11299
171,378.021989454545,124.14909,1.241491,0.1241491,1.241491E-04,124149.1,1241.491,124.1491,0.1241491,8.43296E-06,2.903956E-03,0.12377,123.77
161,355.915440363636,119.50685,1.1950686,0.11950685,1.19506854E-04,119506.85,1195.0685,119.50685,0.11950685,6.6228095E-06,2.573482E-03,0.119043,119.043
151,333.808891272727,112.827194,1.1282719,0.1128272,1.128272E-04,112827.195,1128.272,112.827194,0.1128272,4.1047524E-06,2.026019E-03,0.112768,112.768005
141,311.702342181818,105.157265,1.0515726,0.10515726,1.0515726E-04,105157.266,1051.5726,105.157265,0.10515726,4.305387E-06,2.0749427E-03,0.105016,105.016
131,289.595793090909,101.22828,1.0122828,0.10122828,1.0122828E-04,101228.28,1012.28284,101.22828,0.10122828,2.1665948E-05,4.6546697E-03,9.9601E-02,99.601
121,267.489244,92.98044,0.9298044,9.298044E-02,9.298044E-05,92980.44,929.8044,92.98044,9.298044E-02,1.046543E-05,3.2350316E-03,9.1904E-02,91.904
111,245.382694909091,85.89672,0.8589672,8.5896716E-02,8.589672E-05,85896.72,858.96716,85.89671,8.5896716E-02,5.0807535E-06,2.2540528E-03,8.5524E-02,85.524
101,223.276145818182,77.576004,0.77576005,7.7576004E-02,7.7576005E-05,77576.01,775.76,77.576004,7.7576004E-02,2.4506235E-06,1.5654467E-03,7.7258E-02,77.257996
91,201.169596727273,71.15233,0.7115233,7.115233E-02,7.115233E-05,71152.33,711.5233,71.15233,7.115233E-02,1.1008243E-05,3.3178672E-03,7.062E-02,70.62
81,179.063047636364,64.3179,0.643179,6.4317904E-02,6.43179E-05,64317.906,643.179,64.3179,6.4317904E-02,2.621759E-06,1.6191846E-03,6.3904E-02,63.904003
71,156.956498545455,58.915073,0.5891507,5.8915075E-02,5.8915073E-05,58915.074,589.15076,58.915073,5.8915075E-02,2.726281E-06,1.6511454E-03,5.8674E-02,58.674
61,134.849949454545,54.346596,0.543466,5.43466E-02,5.4346598E-05,54346.598,543.466,54.3466,5.43466E-02,1.220409E-06,1.1047212E-03,5.4016E-02,54.016003
51,112.743400363636,49.52347,0.4952347,4.952347E-02,4.952347E-05,49523.47,495.23468,49.523468,4.952347E-02,2.2030915E-06,1.4842815E-03,4.9304E-02,49.304
41,90.6368512727273,45.45557,0.4545557,4.545557E-02,4.545557E-05,45455.57,454.55573,45.45557,4.545557E-02,2.1946066E-06,1.4814205E-03,4.5047E-02,45.047
31,68.5303021818182,40.65689,0.4065689,4.065689E-02,4.065689E-05,40656.89,406.5689,40.65689,4.065689E-02,1.8343503E-06,1.3543819E-03,4.0142E-02,40.142
21,46.4237530909091,32.519638,0.3251964,3.251964E-02,3.2519638E-05,32519.639,325.19638,32.519638,3.251964E-02,7.729597E-07,8.7918126E-04,3.2184E-02,32.184002
11,24.317204,24.317204,0.24317203,2.4317203E-02,2.4317203E-05,24317.203,243.17203,24.317204,2.4317203E-02,9.4132685E-07,9.7022E-04,2.4079E-02,24.079
