n,eachLogEach,m,each1e6,each1e4,each1e3, each,mean1e6,mean1e4,mean1e3, mean, variance, stdDev, median,median1e3,medianEach1e3,medianEach1e6
422,4732.9460,2386.0724,1491.3578,14.913578,1.4913578,1.4913578E-03,745678.9,7456.789,745.6789,0.7456789,1.9796952E-04,1.4070164E-02,0.742352,742.352,1.484704,1484.704
421,4714.3740,2380.4182,1486.2091,14.862091,1.4862092,1.4862091E-03,743104.56,7431.046,743.10455,0.7431046,1.1374142E-04,1.0664962E-02,0.74207,742.07,1.48414,1484.14
420,4705.6165,2374.764,1483.7805,14.837806,1.4837806,1.4837806E-03,741890.3,7418.9033,741.8903,0.7418903,1.2512827E-04,1.1186074E-02,0.738971,738.971,1.477942,1477.942
419,4679.2132,2369.1098,1476.4556,14.764556,1.4764556,1.4764556E-03,738227.8,7382.278,738.2278,0.7382278,1.5997709E-04,1.2648205E-02,0.735753,735.753,1.471506,1471.506
418,4660.3316,2363.4556,1471.2147,14.712147,1.4712147,1.4712147E-03,735607.3,7356.073,735.6073,0.7356073,1.625443E-04,1.2749286E-02,0.735167,735.16705,1.470334,1470.334
417,4671.5052,2357.8014,1474.3164,14.743165,1.4743165,1.4743165E-03,737158.25,7371.5825,737.15826,0.73715824,2.1972792E-04,1.48232225E-02,0.734866,734.866,1.469732,1469.732
416,4650.2998,2352.1472,1468.4293,14.684294,1.4684293,1.4684293E-03,734214.7,7342.1465,734.21466,0.73421466,1.5326048E-04,1.2379842E-02,0.732339,732.33905,1.464678,1464.6781
415,4645.5627,2346.493,1467.1138,14.671137,1.4671137,1.4671137E-03,733556.9,7335.569,733.5569,0.73355687,1.5345299E-04,1.2387615E-02,0.731638,731.638,1.463276,1463.276
414,4668.1788,2340.8388,1473.3931,14.733931,1.4733931,1.4733931E-03,736696.56,7366.9653,736.69653,0.73669654,2.77412E-04,1.665569E-02,0.733058,733.058,1.466116,1466.116
413,4670.8239,2335.1846,1474.1273,14.741273,1.4741273,1.4741273E-03,737063.6,7370.636,737.06366,0.73706365,3.491859E-04,1.8686516E-02,0.736026,736.026,1.472052,1472.052
412,4596.0851,2329.5304,1453.3651,14.53365,1.4533651,1.4533651E-03,726682.56,7266.825,726.68256,0.72668254,1.6540874E-04,1.2861133E-02,0.723916,723.916,1.447832,1447.832
411,4574.5183,2323.8762,1447.3673,14.473674,1.4473673,1.4473674E-03,723683.6,7236.8364,723.68365,0.72368366,1.6856918E-04,1.298342E-02,0.72089,720.89,1.44178,1441.78
410,4571.6454,2318.222,1446.5681,14.465682,1.4465681,1.4465682E-03,723284.06,7232.841,723.28406,0.72328407,2.6545682E-04,1.6292846E-02,0.722069,722.06903,1.444138,1444.1381
409,4547.8200,2312.5678,1439.9382,14.399382,1.4399382,1.4399382E-03,719969.1,7199.691,719.9691,0.7199691,2.2971368E-04,1.5156308E-02,0.718129,718.12897,1.436258,1436.2579
408,4539.4316,2306.9136,1437.6031,14.376032,1.4376031,1.4376031E-03,718801.56,7188.0156,718.8016,0.71880156,2.0553658E-04,1.4336547E-02,0.717319,717.31903,1.434638,1434.6381
407,4505.1590,2301.2594,1428.0577,14.280578,1.4280578,1.4280578E-03,714028.9,7140.289,714.0289,0.7140289,1.7207941E-04,1.3117904E-02,0.71161,711.61005,1.42322,1423.2201
406,4492.2242,2295.6052,1424.4532,14.244533,1.4244533,1.4244532E-03,712226.6,7122.266,712.2266,0.7122266,1.7839219E-04,1.3356354E-02,0.709229,709.229,1.418458,1418.458
405,4481.4697,2289.951,1421.4554,14.214554,1.4214554,1.4214554E-03,710727.7,7107.277,710.72766,0.7107277,1.4134111E-04,1.1888697E-02,0.709392,709.392,1.418784,1418.784
404,4482.0827,2284.2968,1421.6263,14.216263,1.4216263,1.4216263E-03,710813.2,7108.132,710.8132,0.71081316,1.8934623E-04,1.3760313E-02,0.708638,708.638,1.417276,1417.276
403,4465.2594,2278.6426,1416.9354,14.169354,1.4169354,1.4169355E-03,708467.75,7084.6772,708.4677,0.7084677,2.3842668E-04,1.5441071E-02,0.7067,706.7,1.4134,1413.4
402,4420.0657,2272.9884,1404.3245,14.043244,1.4043244,1.4043244E-03,702162.2,7021.622,702.16223,0.7021622,1.4722317E-04,1.21335555E-02,0.700781,700.781,1.401562,1401.562
401,4400.1079,2267.3342,1398.7511,13.987511,1.398751,1.398751E-03,699375.5,6993.755,699.3755,0.6993755,1.7079599E-04,1.3068894E-02,0.69889,698.88995,1.39778,1397.7799
400,4404.1145,2261.68,1399.8702,13.998703,1.3998703,1.3998703E-03,699935.1,6999.3516,699.9351,0.69993514,1.06185544E-04,1.0304637E-02,0.69886,698.86,1.39772,1397.72
399,4390.2940,2256.0258,1396.0095,13.960094,1.3960094,1.3960095E-03,698004.75,6980.0474,698.0047,0.6980047,2.0274107E-04,1.4238717E-02,0.697679,697.67896,1.395358,1395.358
398,4363.3617,2250.3716,1388.4823,13.884823,1.3884823,1.3884823E-03,694241.2,6942.4116,694.24115,0.69424117,1.9901825E-04,1.4107383E-02,0.693082,693.082,1.386164,1386.164
397,4358.8258,2244.7174,1387.2141,13.872142,1.3872142,1.3872142E-03,693607.06,6936.071,693.6071,0.6936071,1.528344E-04,1.2362621E-02,0.693832,693.832,1.387664,1387.664
396,4368.5924,2239.0632,1389.9446,13.899446,1.3899446,1.3899446E-03,694972.25,6949.7227,694.9723,0.6949723,2.0873068E-04,1.4447515E-02,0.692578,692.578,1.385156,1385.156
395,4340.7877,2233.409,1382.1694,13.821694,1.3821695,1.3821694E-03,691084.75,6910.8477,691.0847,0.69108474,1.9481393E-04,1.3957576E-02,0.688061,688.061,1.376122,1376.122
394,4303.4673,2227.7548,1371.7249,13.717249,1.3717248,1.3717249E-03,685862.44,6858.624,685.8624,0.6858624,1.3353236E-04,1.15556205E-02,0.682993,682.993,1.365986,1365.986
393,4286.8012,2222.1006,1367.0576,13.670575,1.3670576,1.3670576E-03,683528.75,6835.2876,683.5288,0.6835288,1.2484544E-04,1.1173425E-02,0.684133,684.133,1.368266,1368.266
392,4278.8364,2216.4464,1364.8264,13.648265,1.3648264,1.3648265E-03,682413.25,6824.1323,682.4132,0.6824132,1.9170104E-04,1.3845614E-02,0.680782,680.78204,1.361564,1361.5641
391,4258.0663,2210.7922,1359.0059,13.590058,1.3590058,1.3590058E-03,679502.9,6795.029,679.5029,0.6795029,1.4936173E-04,1.2221363E-02,0.679303,679.303,1.358606,1358.6061
390,4234.8232,2205.138,1352.4888,13.524888,1.3524888,1.3524888E-03,676244.4,6762.444,676.2444,0.6762444,2.1808727E-04,1.4767778E-02,0.672851,672.851,1.345702,1345.7021
389,4230.988,2199.4838,1351.413,13.51413,1.351413,1.351413E-03,675706.5,6757.065,675.7065,0.6757065,2.0915226E-04,1.4462098E-02,0.671206,671.206,1.342412,1342.412
388,4219.7490,2193.8296,1348.2601,13.482601,1.34826,1.3482601E-03,674130.0,6741.3003,674.13,0.67413,1.9313645E-04,1.3897354E-02,0.67143,671.43,1.34286,1342.86
387,4217.0553,2188.1754,1347.5043,13.475043,1.3475044,1.3475043E-03,673752.2,6737.522,673.7522,0.6737522,1.4516462E-04,1.2048428E-02,0.670061,670.061,1.340122,1340.122
386,4212.881,2182.5212,1346.333,13.463329,1.3463329,1.346333E-03,673166.44,6731.6646,673.16644,0.67316645,1.7384169E-04,1.3184904E-02,0.670515,670.515,1.34103,1341.03
385,4184.6458,2176.867,1338.4065,13.384065,1.3384064,1.3384065E-03,669203.25,6692.032,669.20325,0.6692032,1.18694545E-04,1.0894703E-02,0.667905,667.90497,1.33581,1335.8099
384,4171.9305,2171.2128,1334.8351,13.348351,1.334835,1.3348351E-03,667417.5,6674.1753,667.41754,0.6674175,1.7911872E-04,1.33835245E-02,0.665043,665.04297,1.330086,1330.086
383,4158.555,2165.5586,1331.077,13.310771,1.3310771,1.3310771E-03,665538.56,6655.3853,665.5386,0.66553855,2.2271875E-04,1.4923764E-02,0.665151,665.151,1.330302,1330.302
382,4129.0119,2159.9044,1322.7717,13.227717,1.3227718,1.3227718E-03,661385.9,6613.859,661.38586,0.6613859,1.5848601E-04,1.2589123E-02,0.659119,659.119,1.318238,1318.238
381,4160.2087,2154.2502,1331.5417,13.315417,1.3315417,1.3315417E-03,665770.8,6657.7085,665.7708,0.6657708,2.7434627E-04,1.65634E-02,0.660658,660.658,1.321316,1321.316
380,4119.4925,2148.596,1320.0942,13.200942,1.3200942,1.3200942E-03,660047.1,6600.471,660.0471,0.6600471,2.7145262E-04,1.6475819E-02,0.655881,655.881,1.311762,1311.7621
379,4094.8834,2142.9418,1313.1694,13.131695,1.3131695,1.3131695E-03,656584.75,6565.847,656.5847,0.65658474,2.048521E-04,1.4312655E-02,0.654349,654.349,1.308698,1308.6981
378,4096.2668,2137.2876,1313.5588,13.135589,1.3135589,1.3135589E-03,656779.44,6567.795,656.7795,0.65677947,2.0117724E-04,1.4183696E-02,0.65294,652.94,1.30588,1305.8799
377,4071.7565,2131.6334,1306.6576,13.066576,1.3066576,1.3066576E-03,653328.75,6533.2876,653.3288,0.6533288,1.5606449E-04,1.2492578E-02,0.652011,652.011,1.304022,1304.022
376,4044.592,2125.9792,1299.004,12.990041,1.2990041,1.2990041E-03,649502.06,6495.0205,649.502,0.64950204,1.6517643E-04,1.2852099E-02,0.645366,645.366,1.290732,1290.732
375,4021.2999,2120.325,1292.4368,12.924367,1.2924367,1.2924367E-03,646218.4,6462.1836,646.2184,0.64621836,1.1969858E-04,1.0940685E-02,0.644486,644.486,1.288972,1288.9719
374,4011.6799,2114.6708,1289.7233,12.897232,1.2897232,1.2897232E-03,644861.56,6448.6157,644.8616,0.6448616,1.8235651E-04,1.35039445E-02,0.642066,642.066,1.284132,1284.132
373,3987.3982,2109.0166,1282.8711,12.8287115,1.2828711,1.2828711E-03,641435.56,6414.3555,641.43555,0.64143556,1.5826822E-04,1.2580469E-02,0.640737,640.737,1.281474,1281.474
372,3974.2027,2103.3624,1279.1455,12.791454,1.2791455,1.2791455E-03,639572.75,6395.7275,639.57275,0.63957274,1.1443301E-04,1.0697337E-02,0.637256,637.25604,1.274512,1274.5121
371,3950.7022,2097.7082,1272.5071,12.725071,1.2725071,1.2725071E-03,636253.56,6362.535,636.25354,0.63625354,1.6750327E-04,1.2942306E-02,0.633567,633.56696,1.267134,1267.134
370,3935.3092,2092.054,1268.1566,12.681565,1.2681565,1.2681566E-03,634078.25,6340.7827,634.07825,0.63407826,1.2205037E-04,1.1047641E-02,0.633473,633.47296,1.266946,1266.9459
369,3933.4680,2086.3998,1267.6361,12.676361,1.2676361,1.2676361E-03,633818.0,6338.18,633.81805,0.63381803,1.1274506E-04,1.0618147E-02,0.631945,631.945,1.26389,1263.89
368,3933.4489,2080.7456,1267.6307,12.676308,1.2676307,1.2676307E-03,633815.4,6338.1533,633.81537,0.63381535,1.9200981E-04,1.385676E-02,0.629425,629.425,1.25885,1258.85
367,3916.9713,2075.0914,1262.9714,12.629714,1.2629714,1.2629714E-03,631485.7,6314.857,631.4857,0.6314857,1.7390636E-04,1.3187356E-02,0.628052,628.052,1.256104,1256.104
366,3918.6543,2069.4372,1263.4474,12.634474,1.2634473,1.2634473E-03,631723.6,6317.2363,631.72363,0.63172364,1.8567166E-04,1.3626139E-02,0.630179,630.179,1.260358,1260.358
365,3905.6016,2063.783,1259.7552,12.597552,1.2597553,1.2597552E-03,629877.6,6298.7764,629.8776,0.6298776,1.808656E-04,1.3448628E-02,0.626183,626.183,1.252366,1252.366
364,3892.6921,2058.1288,1256.1022,12.561021,1.2561021,1.2561021E-03,628051.06,6280.5103,628.051,0.62805104,2.3007437E-04,1.5168202E-02,0.625574,625.574,1.251148,1251.148
363,3851.1180,2052.4746,1244.3291,12.443292,1.2443291,1.2443291E-03,622164.56,6221.6455,622.16455,0.62216455,2.0759484E-04,1.4408152E-02,0.624127,624.12695,1.248254,1248.254
362,3845.8344,2046.8204,1242.8319,12.428319,1.242832,1.2428319E-03,621416.0,6214.1597,621.41595,0.621416,1.8007653E-04,1.3419259E-02,0.617854,617.854,1.235708,1235.708
361,3843.43,2041.1662,1242.15,12.421499,1.24215,1.24215E-03,621075.0,6210.7495,621.07495,0.621075,1.4064896E-04,1.1859551E-02,0.620848,620.848,1.241696,1241.6959
360,3827.7135,2035.512,1237.6953,12.376953,1.2376953,1.2376953E-03,618847.7,6188.4766,618.84766,0.61884767,2.225594E-04,1.4918425E-02,0.617157,617.157,1.234314,1234.314
359,3795.7763,2029.8578,1228.6359,12.286359,1.2286359,1.2286359E-03,614317.94,6143.1797,614.31793,0.61431795,1.7820422E-04,1.3349315E-02,0.609574,609.57404,1.219148,1219.1481
358,3785.7295,2024.2036,1225.7843,12.257843,1.2257843,1.2257843E-03,612892.1,6128.9214,612.89215,0.61289215,1.9255026E-04,1.3876248E-02,0.610271,610.271,1.220542,1220.542
357,3765.5340,2018.5494,1220.0497,12.200497,1.2200497,1.2200497E-03,610024.9,6100.2485,610.02484,0.61002487,1.7366574E-04,1.317823E-02,0.608029,608.029,1.216058,1216.058
356,3749.2265,2012.8952,1215.4167,12.154167,1.2154167,1.2154167E-03,607708.3,6077.0835,607.7083,0.60770833,1.5475987E-04,1.2440252E-02,0.604616,604.61597,1.209232,1209.232
355,3737.1018,2007.241,1211.9706,12.119706,1.2119706,1.2119706E-03,605985.3,6059.853,605.9853,0.6059853,1.6296373E-04,1.2765724E-02,0.602784,602.784,1.205568,1205.568
354,3728.0728,2001.5868,1209.4036,12.094035,1.2094035,1.2094035E-03,604701.75,6047.0176,604.7018,0.60470176,1.6422858E-04,1.281517E-02,0.604419,604.419,1.208838,1208.838
353,3703.437,1995.9326,1202.396,12.02396,1.202396,1.202396E-03,601198.0,6011.98,601.198,0.601198,2.3581886E-04,1.5356394E-02,0.599918,599.918,1.199836,1199.836
352,3688.3510,1990.2784,1198.1024,11.981024,1.1981024,1.1981024E-03,599051.2,5990.5117,599.05115,0.5990512,1.6611433E-04,1.2888535E-02,0.596773,596.773,1.193546,1193.5461
351,3684.5732,1984.6242,1197.0269,11.970268,1.1970268,1.1970268E-03,598513.44,5985.1343,598.5134,0.5985134,1.811775E-04,1.3460219E-02,0.596543,596.543,1.193086,1193.086
350,3656.7313,1978.97,1189.0969,11.890969,1.1890969,1.189097E-03,594548.44,5945.485,594.54846,0.59454846,1.1958686E-04,1.0935578E-02,0.593066,593.066,1.186132,1186.132
349,3668.1082,1973.3158,1192.3381,11.923382,1.1923382,1.1923382E-03,596169.1,5961.691,596.1691,0.5961691,1.2798056E-04,1.1312849E-02,0.592424,592.42395,1.184848,1184.8479
348,3651.6204,1967.6616,1187.6405,11.876405,1.1876404,1.1876405E-03,593820.2,5938.202,593.8202,0.5938202,1.3505727E-04,1.1621415E-02,0.591188,591.188,1.182376,1182.3761
347,3610.9367,1962.0074,1176.0393,11.760393,1.1760393,1.1760393E-03,588019.7,5880.197,588.01965,0.58801967,9.983747E-05,9.99187E-03,0.586352,586.352,1.172704,1172.704
346,3607.5044,1956.3532,1175.0599,11.750599,1.1750599,1.1750599E-03,587529.94,5875.3,587.52997,0.58752996,1.3148422E-04,1.1466657E-02,0.585815,585.815,1.17163,1171.63
345,3593.017,1950.699,1170.925,11.709251,1.1709251,1.1709251E-03,585462.56,5854.6255,585.4626,0.58546257,1.9932458E-04,1.4118236E-02,0.584634,584.63403,1.169268,1169.2681
344,3597.1713,1945.0448,1172.1108,11.7211075,1.1721108,1.1721108E-03,586055.4,5860.554,586.0554,0.5860554,1.2956648E-04,1.1382728E-02,0.58272,582.72,1.16544,1165.44
343,3575.5706,1939.3906,1165.9429,11.659429,1.1659429,1.1659429E-03,582971.44,5829.7144,582.97144,0.58297145,2.219073E-04,1.4896554E-02,0.581419,581.419,1.162838,1162.838
342,3555.4455,1933.7364,1160.1927,11.601928,1.1601927,1.1601928E-03,580096.4,5800.964,580.0964,0.58009636,1.1184073E-04,1.0575478E-02,0.578684,578.68396,1.157368,1157.3679
341,3542.3674,1928.0822,1156.4541,11.564541,1.1564541,1.1564541E-03,578227.06,5782.2705,578.22705,0.57822704,1.4881224E-04,1.2198862E-02,0.577335,577.335,1.15467,1154.67
340,3526.2256,1922.428,1151.8376,11.518376,1.1518376,1.1518376E-03,575918.8,5759.188,575.9188,0.5759188,1.2331801E-04,1.1104864E-02,0.573897,573.89703,1.147794,1147.794
339,3519.4048,1916.7738,1149.8862,11.498863,1.1498863,1.1498863E-03,574943.1,5749.431,574.9431,0.5749431,1.862163E-04,1.364611E-02,0.574083,574.08295,1.148166,1148.1659
338,3502.3752,1911.1196,1145.0123,11.450123,1.1450124,1.1450123E-03,572506.2,5725.062,572.50616,0.5725062,1.15326926E-04,1.0739038E-02,0.570673,570.673,1.141346,1141.346
337,3486.0268,1905.4654,1140.3309,11.403309,1.1403309,1.1403309E-03,570165.44,5701.655,570.16547,0.57016546,1.474452E-04,1.2142701E-02,0.566954,566.95404,1.133908,1133.9081
336,3499.9148,1899.8112,1144.3079,11.443079,1.1443079,1.1443079E-03,572153.94,5721.539,572.15393,0.5721539,1.7419732E-04,1.3198383E-02,0.569583,569.583,1.139166,1139.1659
335,3469.3894,1894.157,1135.5643,11.355643,1.1355643,1.1355643E-03,567782.2,5677.822,567.78217,0.56778216,1.5902752E-04,1.26106115E-02,0.566012,566.012,1.132024,1132.024
334,3474.7724,1888.5028,1137.1068,11.371068,1.1371068,1.1371068E-03,568553.4,5685.5337,568.5534,0.5685534,1.2183692E-04,1.10379765E-02,0.567888,567.888,1.135776,1135.776
333,3470.4170,1882.8486,1135.8588,11.358587,1.1358587,1.1358587E-03,567929.3,5679.2935,567.9293,0.5679293,1.916949E-04,1.38453925E-02,0.567072,567.07196,1.134144,1134.1439
332,3476.4212,1877.1944,1137.5792,11.3757925,1.1375792,1.1375792E-03,568789.6,5687.896,568.7896,0.5687896,1.4892554E-04,1.2203505E-02,0.566431,566.43097,1.132862,1132.8619
331,3473.489,1871.5402,1136.739,11.367391,1.136739,1.136739E-03,568369.5,5683.6953,568.3695,0.5683695,1.7291275E-04,1.3149629E-02,0.565493,565.493,1.130986,1130.9861
330,3467.6311,1865.886,1135.0604,11.350604,1.1350604,1.1350604E-03,567530.2,5675.3022,567.5302,0.5675302,2.063285E-04,1.4364139E-02,0.563017,563.017,1.126034,1126.034
329,3478.6211,1860.2318,1138.2095,11.382094,1.1382095,1.1382095E-03,569104.75,5691.0474,569.10474,0.56910473,2.743975E-04,1.6564948E-02,0.56523,565.23004,1.13046,1130.4601
328,3406.1366,1854.5776,1117.4196,11.174195,1.1174196,1.1174196E-03,558709.8,5587.098,558.7098,0.5587098,1.4894368E-04,1.2204248E-02,0.557481,557.481,1.114962,1114.9619
327,3439.177,1848.9234,1126.902,11.269019,1.126902,1.126902E-03,563451.0,5634.51,563.451,0.563451,1.5689665E-04,1.252584E-02,0.562645,562.645,1.12529,1125.29
326,3371.1035,1843.2692,1107.3542,11.073543,1.1073543,1.1073543E-03,553677.1,5536.7715,553.6771,0.55367714,1.4634732E-04,1.209741E-02,0.552746,552.746,1.105492,1105.492
325,3352.1441,1837.615,1101.9022,11.019022,1.1019022,1.1019022E-03,550951.1,5509.511,550.9511,0.5509511,1.0954512E-04,1.0466381E-02,0.548887,548.887,1.097774,1097.774
324,3340.7421,1831.9608,1098.6218,10.986218,1.0986218,1.0986219E-03,549310.94,5493.1094,549.3109,0.5493109,1.6655865E-04,1.290576E-02,0.548887,548.887,1.097774,1097.774
323,3338.8065,1826.3066,1098.0648,10.980648,1.0980648,1.0980648E-03,549032.4,5490.3237,549.0324,0.5490324,1.3237719E-04,1.1505528E-02,0.546553,546.55304,1.093106,1093.106
322,3318.3868,1820.6524,1092.1865,10.921865,1.0921866,1.0921865E-03,546093.3,5460.9326,546.09326,0.5460933,1.5956654E-04,1.2631965E-02,0.542612,542.612,1.085224,1085.224
321,3302.0644,1814.9982,1087.4849,10.874848,1.0874848,1.0874849E-03,543742.44,5437.4243,543.74243,0.5437424,1.1624987E-04,1.0781923E-02,0.542728,542.728,1.085456,1085.456
320,3314.5081,1809.344,1091.0695,10.910694,1.0910695,1.0910694E-03,545534.75,5455.347,545.5347,0.54553473,1.2632394E-04,1.1239393E-02,0.546476,546.476,1.092952,1092.952
319,3287.9912,1803.6898,1083.4291,10.8342905,1.0834291,1.0834291E-03,541714.56,5417.1455,541.71454,0.54171455,1.4792003E-04,1.2162237E-02,0.539304,539.304,1.078608,1078.608
318,3266.3245,1798.0356,1077.1812,10.7718115,1.0771812,1.0771812E-03,538590.6,5385.9063,538.59064,0.5385906,1.530318E-04,1.2370602E-02,0.536798,536.798,1.073596,1073.596
317,3266.4915,1792.3814,1077.2294,10.772294,1.0772294,1.0772294E-03,538614.7,5386.147,538.6147,0.5386147,1.072712E-04,1.0357181E-02,0.536206,536.206,1.072412,1072.412
316,3243.4770,1786.7272,1070.5879,10.705879,1.0705879,1.0705879E-03,535293.94,5352.9395,535.29395,0.53529394,1.439094E-04,1.19962245E-02,0.535048,535.04803,1.070096,1070.0961
315,3238.2899,1781.073,1069.0903,10.690904,1.0690904,1.0690903E-03,534545.2,5345.4517,534.54517,0.5345452,1.291935E-04,1.1366332E-02,0.53367,533.67,1.06734,1067.34
314,3237.2852,1775.4188,1068.8002,10.688003,1.0688002,1.0688002E-03,534400.1,5344.001,534.4001,0.5344001,1.7857386E-04,1.3363153E-02,0.531732,531.732,1.063464,1063.4641
313,3221.5184,1769.7646,1064.2463,10.642463,1.0642463,1.0642463E-03,532123.1,5321.2314,532.12317,0.53212315,1.7989184E-04,1.3412376E-02,0.528131,528.131,1.056262,1056.2621
312,3209.104,1764.1104,1060.659,10.60659,1.060659,1.0606591E-03,530329.5,5303.2954,530.3295,0.5303295,1.3245712E-04,1.1509001E-02,0.528513,528.513,1.057026,1057.026
311,3182.8117,1758.4562,1053.0563,10.530563,1.0530564,1.0530563E-03,526528.2,5265.2817,526.5282,0.5265282,8.155663E-05,9.030871E-03,0.523703,523.703,1.047406,1047.406
310,3174.8253,1752.802,1050.7456,10.507456,1.0507456,1.0507456E-03,525372.8,5253.728,525.3728,0.5253728,1.2774827E-04,1.1302578E-02,0.523863,523.86304,1.047726,1047.7261
309,3155.8430,1747.1478,1045.2509,10.452508,1.0452508,1.0452508E-03,522625.38,5226.254,522.62537,0.5226254,7.952198E-05,8.91751E-03,0.519956,519.956,1.039912,1039.912
308,3146.9664,1741.4936,1042.6802,10.426801,1.0426801,1.0426801E-03,521340.06,5213.401,521.3401,0.5213401,9.920139E-05,9.959989E-03,0.519719,519.719,1.039438,1039.4381
307,3145.2289,1735.8394,1042.1769,10.421768,1.0421768,1.0421769E-03,521088.4,5210.8843,521.08844,0.5210884,2.005383E-04,1.4161155E-02,0.517699,517.699,1.035398,1035.398
306,3115.7713,1730.1852,1033.6396,10.336396,1.0336397,1.0336397E-03,516819.84,5168.198,516.8198,0.51681983,1.2848023E-04,1.1334912E-02,0.514977,514.977,1.029954,1029.954
305,3114.8585,1724.531,1033.3749,10.333749,1.0333749,1.0333749E-03,516687.44,5166.8745,516.68744,0.51668745,1.0431003E-04,1.0213228E-02,0.514863,514.86304,1.029726,1029.726
304,3100.5282,1718.8768,1029.2184,10.292184,1.0292184,1.0292184E-03,514609.22,5146.0923,514.6092,0.5146092,1.3609712E-04,1.1666067E-02,0.510395,510.395,1.02079,1020.79
303,3092.5100,1713.2226,1026.8918,10.268919,1.0268918,1.0268919E-03,513445.9,5134.459,513.4459,0.5134459,1.3663707E-04,1.1689186E-02,0.509331,509.331,1.018662,1018.662
302,3158.7058,1707.5684,1046.0798,10.460798,1.0460798,1.0460798E-03,523039.88,5230.399,523.03986,0.5230399,4.453077E-04,2.1102315E-02,0.519291,519.29095,1.038582,1038.5819
301,3083.7869,1701.9142,1024.3599,10.243598,1.0243598,1.0243598E-03,512179.9,5121.7993,512.17993,0.5121799,2.2618369E-04,1.5039405E-02,0.510644,510.644,1.021288,1021.28796
300,3074.4487,1696.26,1021.6486,10.216486,1.0216486,1.0216486E-03,510824.3,5108.243,510.8243,0.5108243,1.6248276E-04,1.2746872E-02,0.510274,510.274,1.020548,1020.5479
299,3065.42908,1690.6058,1019.02893,10.1902895,1.0190289,1.019029E-03,509514.44,5095.1445,509.51447,0.50951445,1.3624762E-04,1.1672515E-02,0.507394,507.394,1.014788,1014.788
298,3041.86,1684.9516,1012.18,10.1218,1.01218,1.01218E-03,506090.0,5060.9,506.09,0.50609,1.0352128E-04,1.0174541E-02,0.504158,504.15802,1.008316,1008.31604
297,3012.51171,1679.2974,1003.64233,10.036424,1.0036423,1.0036423E-03,501821.16,5018.2114,501.82117,0.50182116,9.792406E-05,9.895658E-03,0.500232,500.232,1.000464,1000.464
296,3017.43446,1673.6432,1005.07495,10.05075,1.005075,1.0050749E-03,502537.5,5025.375,502.53748,0.5025375,2.878271E-04,1.6965467E-02,0.499541,499.54102,0.99908197,999.082
295,2980.6107,1667.989,994.3522,9.9435215,0.99435216,9.943522E-04,497176.06,4971.7607,497.17606,0.49717605,1.2273916E-04,1.1078771E-02,0.49665,496.65002,0.9933,993.3
294,2985.7796,1662.3348,995.8582,9.958582,0.99585825,9.958582E-04,497929.13,4979.2915,497.92914,0.49792913,8.853748E-05,9.409436E-03,0.496735,496.73502,0.99346995,993.47
293,2965.6624,1656.6806,989.9952,9.899952,0.9899952,9.899952E-04,494997.63,4949.976,494.99762,0.49499762,1.4392105E-04,1.199671E-02,0.490932,490.93198,0.9818639,981.86395
292,2967.7173,1651.0264,990.5943,9.905943,0.99059427,9.905943E-04,495297.13,4952.971,495.29712,0.49529713,1.55643E-04,1.2475696E-02,0.49299,492.99,0.9859799,985.9799
291,2966.60271,1645.3722,990.26935,9.902694,0.99026936,9.902694E-04,495134.66,4951.3467,495.13464,0.49513465,1.7630779E-04,1.3278094E-02,0.494135,494.13498,0.98827004,988.27
290,2945.70021,1639.718,984.17303,9.84173,0.98417306,9.84173E-04,492086.53,4920.865,492.08652,0.49208653,2.900511E-04,1.7030887E-02,0.488344,488.34402,0.97668797,976.688
289,2965.5183,1634.0638,989.9532,9.899531,0.98995316,9.899532E-04,494976.63,4949.766,494.97662,0.4949766,1.8859375E-04,1.3732944E-02,0.49356,493.56,0.98712,987.12
288,2918.96960,1628.4096,976.36993,9.7637,0.97637,9.7636995E-04,488185.0,4881.85,488.185,0.488185,2.0025956E-04,1.415131E-02,0.485747,485.747,0.971494,971.494
287,2903.4028,1622.7554,971.8221,9.718221,0.9718221,9.7182207E-04,485911.03,4859.1104,485.91104,0.48591104,1.584807E-04,1.2588912E-02,0.483829,483.82898,0.967658,967.658
286,2957.65411,1617.1012,987.66003,9.8766,0.98766005,9.8766E-04,493830.0,4938.3,493.83,0.49383,5.029911E-04,2.2427462E-02,0.490047,490.047,0.98009396,980.09393
285,2870.7197,1611.447,962.2649,9.622649,0.9622649,9.622649E-04,481132.44,4811.3247,481.13245,0.48113245,1.230007E-04,1.1090568E-02,0.480008,480.008,0.960016,960.01605
284,2846.5301,1605.7928,955.1836,9.551836,0.95518357,9.551836E-04,477591.78,4775.918,477.5918,0.47759178,1.0899335E-04,1.0439988E-02,0.475767,475.767,0.951534,951.53394
283,2829.10981,1600.1386,950.07983,9.500798,0.9500798,9.500798E-04,475039.9,4750.399,475.0399,0.4750399,1.2113924E-04,1.1006327E-02,0.473398,473.398,0.946796,946.79596
282,2829.5604,1594.4844,950.2119,9.502119,0.9502119,9.502119E-04,475105.94,4751.0596,475.10593,0.47510594,1.686476E-04,1.2986439E-02,0.473594,473.59402,0.947188,947.188
281,2805.425,1588.8302,943.135,9.43135,0.943135,9.43135E-04,471567.5,4715.6753,471.5675,0.4715675,1.615833E-04,1.2711542E-02,0.470922,470.922,0.941844,941.84393
