n,eachLogEach,m,each1e6,each1e4,each1e3, each,mean1e6,mean1e4,mean1e3, mean, variance, stdDev, median,median1e3,medianEach1e3,medianEach1e6
280,2788.85670,1583.176,938.27313,9.382731,0.93827313,9.3827315E-04,469136.56,4691.3657,469.13657,0.46913657,1.4909844E-04,1.2210587E-02,0.468398,468.398,0.936796,936.796
279,2779.44222,1577.5218,935.50903,9.35509,0.935509,9.3550904E-04,467754.5,4677.545,467.75452,0.4677545,7.609345E-05,8.723156E-03,0.467248,467.248,0.934496,934.496
278,2751.56747,1571.8676,927.31885,9.273189,0.9273188,9.273188E-04,463659.4,4636.594,463.6594,0.4636594,8.478013E-05,9.207613E-03,0.462582,462.582,0.925164,925.164
277,2784.19755,1566.2134,936.90533,9.369053,0.9369053,9.3690533E-04,468452.66,4684.527,468.45267,0.46845266,1.0294071E-04,1.014597E-02,0.469779,469.77902,0.939558,939.55804
276,2729.52491,1560.5592,920.83575,9.208358,0.9208358,9.2083577E-04,460417.9,4604.179,460.4179,0.4604179,1.06459E-04,1.0317897E-02,0.460249,460.249,0.920498,920.498
275,2723.1426,1554.905,918.9575,9.189575,0.91895753,9.189575E-04,459478.78,4594.7876,459.47876,0.45947877,8.9108406E-05,9.4397245E-03,0.457878,457.878,0.915756,915.756
274,2713.477,1549.2508,916.112,9.161119,0.916112,9.16112E-04,458056.0,4580.56,458.056,0.458056,7.632075E-05,8.736175E-03,0.457645,457.645,0.91529,915.29
273,2709.73949,1543.5966,915.01154,9.150115,0.9150115,9.150115E-04,457505.75,4575.0576,457.50577,0.45750576,1.3530758E-04,1.1632179E-02,0.457578,457.578,0.915156,915.156
272,2682.20306,1537.9424,906.89777,9.068977,0.9068978,9.0689777E-04,453448.9,4534.489,453.44888,0.4534489,9.652939E-05,9.824937E-03,0.451692,451.692,0.903384,903.384
271,2668.4938,1532.2882,902.8548,9.028548,0.9028548,9.028548E-04,451427.4,4514.274,451.4274,0.4514274,9.118174E-05,9.548913E-03,0.44834,448.34,0.89668,896.68
270,2655.76664,1526.634,899.09937,8.9909935,0.89909935,8.9909934E-04,449549.7,4495.4966,449.54968,0.44954967,1.0873474E-04,1.0427595E-02,0.448135,448.13498,0.89627,896.26996
269,2630.3395,1520.9798,891.5905,8.915905,0.8915905,8.915905E-04,445795.25,4457.952,445.79523,0.44579524,1.2370726E-04,1.1122377E-02,0.443887,443.887,0.887774,887.774
268,2627.0913,1515.3256,890.6307,8.906306,0.89063066,8.9063065E-04,445315.34,4453.1533,445.31534,0.44531533,1.0808135E-04,1.0396218E-02,0.444424,444.424,0.888848,888.84796
267,2611.98109,1509.6714,886.16406,8.861641,0.88616407,8.861641E-04,443082.03,4430.8203,443.08203,0.44308203,1.4046823E-04,1.1851929E-02,0.44085,440.84998,0.8817,881.69995
266,2589.69544,1504.0172,879.57104,8.795711,0.8795711,8.795711E-04,439785.53,4397.8555,439.78555,0.43978554,9.869769E-05,9.934671E-03,0.438914,438.914,0.877828,877.828
265,2571.94088,1498.363,874.31396,8.74314,0.874314,8.74314E-04,437157.0,4371.57,437.157,0.437157,9.9753255E-05,9.987655E-03,0.435238,435.238,0.870476,870.476
264,2555.91297,1492.7088,869.56464,8.695646,0.86956465,8.6956465E-04,434782.3,4347.823,434.78232,0.43478233,8.282969E-05,9.101082E-03,0.433035,433.03497,0.86607,866.07
263,2575.03479,1487.0546,875.23035,8.752303,0.8752304,8.7523035E-04,437615.2,4376.152,437.61517,0.4376152,1.1082796E-04,1.0527486E-02,0.434619,434.61902,0.869238,869.238
262,2527.9178,1481.4004,861.2612,8.612612,0.8612612,8.612612E-04,430630.6,4306.306,430.63058,0.4306306,1.4650037E-04,1.2103734E-02,0.428932,428.932,0.857864,857.864
261,2505.8444,1475.7462,854.7069,8.54707,0.85470694,8.547069E-04,427353.47,4273.5347,427.3535,0.42735347,1.0773815E-04,1.0379699E-02,0.425121,425.121,0.850242,850.24207
260,2491.35212,1470.092,850.40015,8.504002,0.85040015,8.5040013E-04,425200.06,4252.001,425.20007,0.42520007,7.960247E-05,8.922022E-03,0.422849,422.849,0.845698,845.698
259,2522.0005,1464.4378,859.5048,8.595048,0.8595048,8.595048E-04,429752.4,4297.524,429.7524,0.4297524,1.2972354E-04,1.1389624E-02,0.429038,429.038,0.858076,858.076
258,2470.700,1458.7836,844.258,8.44258,0.844258,8.44258E-04,422129.0,4221.29,422.129,0.422129,1.047081E-04,1.0232697E-02,0.421215,421.215,0.84243,842.43
257,2451.97359,1453.1294,838.68353,8.386835,0.8386835,8.386835E-04,419341.75,4193.4175,419.34174,0.41934174,1.588365E-04,1.2603035E-02,0.416866,416.866,0.833732,833.732
256,2439.25201,1447.4752,834.89386,8.348938,0.8348938,8.3489384E-04,417446.9,4174.469,417.4469,0.4174469,8.267037E-05,9.092324E-03,0.415415,415.41498,0.83083,830.82996
255,2429.34748,1441.821,831.94183,8.319418,0.83194184,8.3194184E-04,415970.9,4159.709,415.97092,0.41597092,8.863901E-05,9.414829E-03,0.413497,413.497,0.826994,826.994
254,2420.2163,1436.1668,829.2191,8.2921915,0.8292191,8.292191E-04,414609.56,4146.0957,414.60956,0.41460955,8.77028E-05,9.3649775E-03,0.412312,412.312,0.824624,824.62396
253,2426.0486,1430.5126,830.9583,8.309583,0.8309583,8.309583E-04,415479.16,4154.7915,415.47916,0.41547915,2.650004E-04,1.6278833E-02,0.410809,410.80902,0.821618,821.61804
252,2363.7456,1424.8584,812.3547,8.123547,0.8123547,8.123547E-04,406177.34,4061.7734,406.17734,0.40617734,9.5970536E-05,9.7964555E-03,0.403585,403.585,0.80717,807.17
251,2391.216,1419.2042,820.564,8.205641,0.82056403,8.2056405E-04,410282.03,4102.8203,410.282,0.41028202,2.4212981E-04,1.5560521E-02,0.406957,406.957,0.813914,813.914
250,2402.08032,1413.55,823.80786,8.238078,0.82380784,8.2380784E-04,411903.9,4119.039,411.90393,0.41190392,1.4988144E-04,1.2242608E-02,0.407596,407.59598,0.815192,815.192
249,2362.1174,1407.8958,811.8678,8.118678,0.81186783,8.118678E-04,405933.9,4059.339,405.93393,0.40593392,1.3770723E-04,1.1734872E-02,0.402452,402.452,0.804904,804.904
248,2368.66806,1402.2416,813.82654,8.138265,0.8138265,8.138265E-04,406913.25,4069.1326,406.91324,0.40691325,3.7529052E-04,1.9372417E-02,0.403217,403.21698,0.806434,806.43396
247,2358.76781,1396.5874,810.86597,8.10866,0.81086594,8.1086595E-04,405432.97,4054.3296,405.43298,0.40543297,9.710628E-05,9.8542515E-03,0.403708,403.708,0.807416,807.416
246,2321.00276,1390.9332,799.55975,7.9955974,0.7995598,7.9955976E-04,399779.88,3997.7988,399.77988,0.3997799,9.596516E-05,9.796181E-03,0.397242,397.242,0.794484,794.4841
245,2313.006,1385.279,797.163,7.9716306,0.79716307,7.9716305E-04,398581.53,3985.8154,398.58154,0.39858153,1.1078226E-04,1.0525315E-02,0.396749,396.749,0.793498,793.4979
244,2306.8493,1379.6248,795.3171,7.953171,0.79531705,7.9531706E-04,397658.53,3976.5852,397.65854,0.39765853,1.1734517E-04,1.08325975E-02,0.395448,395.448,0.790896,790.896
243,2286.73176,1373.9706,789.28156,7.8928156,0.78928155,7.8928156E-04,394640.78,3946.4077,394.64078,0.39464077,9.50681E-05,9.750287E-03,0.393254,393.254,0.786508,786.508
242,2290.37411,1368.3164,790.37476,7.9037476,0.79037476,7.9037476E-04,395187.38,3951.8738,395.18738,0.39518738,1.2710734E-04,1.1274189E-02,0.391858,391.858,0.783716,783.71606
241,2276.2027,1362.6622,786.1203,7.861203,0.7861203,7.861203E-04,393060.16,3930.6016,393.06015,0.39306015,8.34305E-05,9.13403E-03,0.391924,391.92398,0.783848,783.848
240,2274.3850,1357.008,785.5744,7.855744,0.7855744,7.855744E-04,392787.2,3927.8718,392.7872,0.3927872,1.0094155E-04,1.0046967E-02,0.389596,389.59598,0.779192,779.19196
239,2271.30331,1351.3538,784.64874,7.8464875,0.7846488,7.8464876E-04,392324.38,3923.244,392.3244,0.3923244,9.573577E-05,9.784466E-03,0.390873,390.873,0.781746,781.746
238,2260.6051,1345.6996,781.4342,7.814342,0.7814342,7.814342E-04,390717.1,3907.171,390.7171,0.3907171,9.8436736E-05,9.921529E-03,0.388874,388.874,0.777748,777.748
237,2249.63251,1340.0454,778.13544,7.7813544,0.7781354,7.7813544E-04,389067.72,3890.677,389.06772,0.3890677,6.512461E-05,8.069982E-03,0.388203,388.203,0.776406,776.40594
236,2234.22163,1334.3912,773.49927,7.7349925,0.77349925,7.7349925E-04,386749.63,3867.4963,386.74963,0.38674963,9.10357E-05,9.541263E-03,0.386514,386.514,0.773028,773.028
235,2201.3475,1328.737,763.5973,7.635973,0.7635973,7.635973E-04,381798.66,3817.9866,381.79865,0.38179865,6.199181E-05,7.873488E-03,0.380637,380.637,0.761274,761.274
234,2226.596,1323.0828,771.204,7.7120395,0.77120394,7.7120395E-04,385601.97,3856.0198,385.60196,0.38560197,1.3019344E-04,1.1410234E-02,0.384141,384.141,0.768282,768.282
233,2213.39833,1317.4286,767.22906,7.672291,0.7672291,7.6722907E-04,383614.53,3836.1455,383.61453,0.38361454,6.814935E-05,8.255262E-03,0.383089,383.08902,0.766178,766.17804
232,2210.42679,1311.7744,766.33374,7.663337,0.7663337,7.663337E-04,383166.84,3831.6685,383.16684,0.38316685,1.0225727E-04,1.0112233E-02,0.383666,383.66602,0.767332,767.33203
231,2176.577,1306.1202,756.125,7.56125,0.75612503,7.56125E-04,378062.53,3780.6252,378.06253,0.37806252,1.2848021E-04,1.1334911E-02,0.376176,376.176,0.752352,752.352
230,2164.59518,1300.466,752.50726,7.5250726,0.75250727,7.5250724E-04,376253.63,3762.5364,376.25363,0.37625363,1.2693628E-04,1.12666E-02,0.375443,375.44302,0.750886,750.88605
229,2168.36083,1294.8118,753.64453,7.536445,0.7536445,7.536445E-04,376822.25,3768.2227,376.82227,0.37682226,9.488528E-05,9.740908E-03,0.375603,375.603,0.751206,751.20593
228,2172.9116,1289.1576,755.0186,7.550186,0.7550186,7.550186E-04,377509.28,3775.093,377.5093,0.3775093,1.7072851E-04,1.3066312E-02,0.372189,372.189,0.744378,744.378
227,2168.04635,1283.5034,753.54956,7.5354958,0.7535496,7.5354957E-04,376774.78,3767.7478,376.77478,0.3767748,1.6743067E-04,1.2939501E-02,0.374958,374.958,0.749916,749.916
226,2143.5615,1277.8492,746.1507,7.461507,0.7461507,7.461507E-04,373075.34,3730.7534,373.07535,0.37307534,1.7160625E-04,1.3099857E-02,0.373122,373.122,0.746244,746.244
225,2146.5567,1272.195,747.0563,7.470563,0.74705625,7.4705627E-04,373528.13,3735.2813,373.52814,0.37352812,1.2001317E-04,1.0955052E-02,0.371125,371.125,0.74225,742.25
224,2140.0001,1266.5408,745.0737,7.450737,0.74507374,7.450737E-04,372536.88,3725.3687,372.53687,0.37253687,1.5051743E-04,1.2268554E-02,0.370648,370.648,0.741296,741.29596
223,2105.2436,1260.8866,734.5523,7.3455234,0.7345523,7.3455233E-04,367276.16,3672.7617,367.27615,0.36727616,1.386897E-04,1.177666E-02,0.366762,366.76202,0.733524,733.52405
222,2092.702,1255.2324,730.751,7.3075094,0.730751,7.3075097E-04,365375.5,3653.755,365.3755,0.3653755,1.0329203E-04,1.0163269E-02,0.363683,363.68298,0.727366,727.36597
221,2074.5447,1249.5782,725.2427,7.2524266,0.7252427,7.2524266E-04,362621.34,3626.2134,362.62134,0.36262134,1.1716382E-04,1.0824224E-02,0.359279,359.279,0.718558,718.55804
220,2062.81499,1243.924,721.68146,7.2168145,0.7216815,7.2168146E-04,360840.75,3608.4075,360.84073,0.36084074,1.6607411E-04,1.2886974E-02,0.356466,356.466,0.712932,712.93195
219,2043.85574,1238.2698,715.92035,7.1592035,0.7159203,7.1592035E-04,357960.16,3579.6016,357.96017,0.35796016,1.6897205E-04,1.2998925E-02,0.354799,354.799,0.709598,709.598
218,2037.7585,1232.6156,714.0663,7.1406627,0.71406627,7.1406626E-04,357033.13,3570.3313,357.03314,0.35703313,1.5047759E-04,1.226693E-02,0.354195,354.195,0.70839,708.38995
217,2037.8841,1226.9614,714.1045,7.141045,0.71410453,7.141045E-04,357052.28,3570.5227,357.05228,0.35705227,1.7222235E-04,1.3123351E-02,0.355558,355.558,0.711116,711.116
216,2062.9132,1221.3072,721.7113,7.217113,0.72171134,7.217113E-04,360855.66,3608.5566,360.85568,0.36085567,2.22142E-04,1.4904429E-02,0.357788,357.788,0.715576,715.576
215,2150.4357,1215.653,748.2289,7.482289,0.74822885,7.4822886E-04,374114.44,3741.1443,374.1144,0.37411442,1.7800766E-04,1.3341951E-02,0.374481,374.481,0.748962,748.962
214,2057.98458,1209.9988,720.21423,7.2021422,0.7202142,7.202142E-04,360107.1,3601.071,360.1071,0.3601071,2.8785778E-04,1.6966373E-02,0.357643,357.643,0.715286,715.286
213,1976.59046,1204.3446,695.43066,6.9543066,0.6954307,6.954307E-04,347715.34,3477.1536,347.71536,0.34771535,7.6468896E-05,8.74465E-03,0.34649,346.49,0.69298,692.98004
212,2047.6921,1198.6904,717.0866,7.170866,0.7170866,7.170866E-04,358543.3,3585.433,358.5433,0.3585433,1.552402E-04,1.2459543E-02,0.35759,357.59,0.71518,715.17993
211,1960.2225,1193.0362,690.4328,6.904328,0.6904328,6.904328E-04,345216.4,3452.1638,345.2164,0.3452164,6.9438094E-05,8.332952E-03,0.344467,344.467,0.688934,688.934
210,1950.40235,1187.382,687.43195,6.8743196,0.68743193,6.8743195E-04,343715.97,3437.1597,343.71597,0.34371597,1.13901435E-04,1.0672461E-02,0.341988,341.988,0.683976,683.976
209,1950.1990,1181.7278,687.3698,6.8736978,0.68736976,6.873698E-04,343684.88,3436.8489,343.68488,0.34368488,9.6823795E-05,9.839908E-03,0.342532,342.532,0.685064,685.064
208,1941.843,1176.0736,684.815,6.84815,0.684815,6.84815E-04,342407.5,3424.075,342.4075,0.3424075,1.3098851E-04,1.1445021E-02,0.339928,339.928,0.679856,679.856
207,1945.24565,1170.4194,685.85547,6.8585544,0.68585545,6.8585546E-04,342927.72,3429.2773,342.92773,0.34292772,2.4875553E-04,1.5771985E-02,0.337692,337.692,0.675384,675.38403
206,1952.6810,1164.7652,688.1284,6.881284,0.6881284,6.881284E-04,344064.22,3440.642,344.0642,0.3440642,2.6679938E-04,1.6333995E-02,0.340344,340.34402,0.680688,680.688
205,1904.957,1159.111,673.522,6.7352195,0.67352194,6.7352195E-04,336760.97,3367.6096,336.76096,0.33676097,5.6029417E-05,7.4852803E-03,0.33542,335.42,0.67084,670.84
204,1924.3656,1153.4568,679.4672,6.794672,0.6794672,6.794672E-04,339733.6,3397.336,339.7336,0.3397336,1.0301503E-04,1.0149632E-02,0.338688,338.688,0.677376,677.376
203,1901.9724,1147.8026,672.6071,6.726071,0.6726071,6.726071E-04,336303.56,3363.0356,336.30356,0.33630356,1.16610056E-04,1.0798614E-02,0.332576,332.57602,0.665152,665.15204
202,1908.46441,1142.1484,674.59686,6.745969,0.67459685,6.745969E-04,337298.44,3372.9841,337.29843,0.33729842,1.3145643E-04,1.1465445E-02,0.335944,335.944,0.671888,671.888
201,1943.4032,1136.4942,685.2921,6.852921,0.6852921,6.852921E-04,342646.06,3426.4607,342.64606,0.34264606,2.4322039E-04,1.5595525E-02,0.339883,339.883,0.679766,679.766
200,1871.9242,1130.84,663.3872,6.633872,0.6633872,6.633872E-04,331693.6,3316.9358,331.6936,0.3316936,1.4683545E-04,1.21175675E-02,0.327271,327.27103,0.654542,654.542
199,1842.5679,1125.1858,654.3631,6.5436306,0.6543631,6.543631E-04,327181.56,3271.8154,327.18155,0.32718155,1.1042234E-04,1.0508204E-02,0.324377,324.377,0.648754,648.754
198,1865.26539,1119.5316,661.34174,6.6134176,0.6613418,6.6134176E-04,330670.9,3306.709,330.6709,0.3306709,1.2710626E-04,1.1274141E-02,0.331622,331.622,0.663244,663.244
197,1814.64958,1113.8774,645.76556,6.457656,0.64576554,6.4576557E-04,322882.78,3228.8276,322.88278,0.32288277,9.6856864E-05,9.841588E-03,0.320091,320.091,0.640182,640.182
196,1805.9540,1108.2232,643.0846,6.4308457,0.6430846,6.430846E-04,321542.28,3215.4229,321.5423,0.3215423,6.5012464E-05,8.06303E-03,0.319957,319.957,0.639914,639.91394
195,1788.0488,1102.569,637.5595,6.375595,0.63755953,6.375595E-04,318779.78,3187.7976,318.77975,0.31877977,6.76949E-05,8.227691E-03,0.316798,316.798,0.633596,633.59595
194,1780.5127,1096.9148,635.2321,6.352321,0.63523215,6.3523214E-04,317616.06,3176.1606,317.6161,0.31761608,6.156731E-05,7.846484E-03,0.315283,315.283,0.630566,630.566
193,1761.9856,1091.2606,629.5055,6.295055,0.6295055,6.295055E-04,314752.75,3147.5276,314.75275,0.31475276,5.7560257E-05,7.5868475E-03,0.312218,312.21802,0.624436,624.43604
192,1746.408,1085.6064,624.685,6.24685,0.62468505,6.24685E-04,312342.53,3123.4253,312.34253,0.31234252,8.536903E-05,9.239536E-03,0.310118,310.11798,0.620236,620.23596
191,1733.1528,1079.9522,620.5795,6.2057953,0.62057954,6.205795E-04,310289.78,3102.8977,310.28976,0.31028977,3.894495E-05,6.2405886E-03,0.309185,309.185,0.61837,618.37
190,1719.0078,1074.298,616.1942,6.161942,0.6161942,6.161942E-04,308097.1,3080.971,308.0971,0.3080971,7.507147E-05,8.664379E-03,0.307472,307.472,0.614944,614.944
189,1697.52598,1068.6438,609.52625,6.0952625,0.6095262,6.0952624E-04,304763.1,3047.631,304.76312,0.3047631,9.496857E-05,9.745182E-03,0.301551,301.55103,0.603102,603.10205
188,1703.8415,1062.9896,611.4876,6.114876,0.6114876,6.114876E-04,305743.8,3057.4382,305.7438,0.3057438,5.670937E-05,7.5305626E-03,0.303935,303.935,0.60787,607.87
187,1691.8191,1057.3354,607.7532,6.077532,0.60775316,6.077532E-04,303876.6,3038.7659,303.8766,0.30387658,4.565489E-05,6.7568403E-03,0.302327,302.327,0.604654,604.654
186,1677.5231,1051.6812,603.3085,6.033085,0.6033085,6.033085E-04,301654.25,3016.5425,301.65424,0.30165425,8.668558E-05,9.310509E-03,0.300593,300.593,0.601186,601.186
185,1668.8225,1046.027,600.6013,6.006013,0.6006013,6.006013E-04,300300.66,3003.0066,300.30066,0.30030066,9.297453E-05,9.64233E-03,0.298758,298.758,0.597516,597.516
184,1654.27520,1040.3728,596.07117,5.960712,0.5960712,5.960712E-04,298035.6,2980.356,298.03558,0.2980356,1.088984E-04,1.043544E-02,0.298417,298.417,0.596834,596.834
183,1653.106,1034.7186,595.707,5.95707,0.595707,5.95707E-04,297853.5,2978.535,297.8535,0.2978535,9.6009084E-05,9.798422E-03,0.294644,294.644,0.589288,589.288
182,1654.2021,1029.0644,596.0484,5.9604845,0.5960484,5.960484E-04,298024.22,2980.2422,298.0242,0.2980242,1.2337588E-04,1.110747E-02,0.296303,296.303,0.592606,592.606
181,1638.54023,1023.4102,591.16595,5.9116597,0.59116596,5.9116597E-04,295582.97,2955.8298,295.58298,0.29558298,6.191558E-05,7.868646E-03,0.295102,295.102,0.590204,590.20404
180,1618.7225,1017.756,584.9801,5.849801,0.58498013,5.849801E-04,292490.06,2924.9006,292.49005,0.29249007,7.160321E-05,8.461867E-03,0.290756,290.75598,0.581512,581.512
179,1608.7856,1012.1018,581.8751,5.818751,0.5818751,5.818751E-04,290937.53,2909.3755,290.93753,0.29093754,7.141502E-05,8.450741E-03,0.288336,288.336,0.576672,576.67206
178,1604.38191,1006.4476,580.49835,5.8049836,0.58049834,5.8049837E-04,290249.16,2902.4917,290.24918,0.29024917,7.931051E-05,8.9056445E-03,0.289812,289.812,0.579624,579.62396
177,1623.4467,1000.7934,586.4555,5.8645554,0.5864555,5.864555E-04,293227.75,2932.2776,293.22775,0.29322776,1.0254788E-04,1.0126593E-02,0.291326,291.326,0.582652,582.652
176,1603.0239,995.1392,580.0737,5.8007374,0.5800737,5.8007374E-04,290036.84,2900.3687,290.03687,0.29003686,6.157723E-05,7.847116E-03,0.289288,289.28802,0.578576,578.576
175,1578.0090,989.485,572.2439,5.722439,0.57224387,5.722439E-04,286121.94,2861.2192,286.12195,0.28612193,8.224951E-05,9.069152E-03,0.284797,284.79703,0.569594,569.59406
174,1565.94963,983.8308,568.46405,5.6846404,0.56846404,5.6846405E-04,284232.03,2842.3203,284.23203,0.28423202,7.200971E-05,8.485854E-03,0.283987,283.987,0.567974,567.974
173,1551.7463,978.1766,564.0078,5.640078,0.56400776,5.640078E-04,282003.88,2820.0388,282.00388,0.28200388,8.798823E-05,9.380204E-03,0.282074,282.074,0.564148,564.148
172,1560.7186,972.5224,566.8234,5.668234,0.5668234,5.668234E-04,283411.72,2834.1172,283.4117,0.2834117,7.640311E-05,8.740887E-03,0.281738,281.738,0.563476,563.476
171,1523.8833,966.8682,555.2519,5.552519,0.5552519,5.552519E-04,277625.94,2776.2595,277.62595,0.27762595,6.829834E-05,8.264281E-03,0.276289,276.289,0.552578,552.57794
170,1507.9128,961.214,550.2247,5.502247,0.55022466,5.502247E-04,275112.34,2751.1233,275.11234,0.27511233,9.491119E-05,9.742238E-03,0.274325,274.325,0.54865,548.65
169,1506.0728,955.5598,549.6451,5.496451,0.5496451,5.496451E-04,274822.56,2748.2256,274.82257,0.27482256,7.4254145E-05,8.6170845E-03,0.274687,274.68698,0.549374,549.37396
168,1487.48439,949.9056,543.78503,5.4378505,0.54378504,5.4378505E-04,271892.53,2718.9253,271.89252,0.27189252,6.569328E-05,8.105139E-03,0.271633,271.633,0.543266,543.266
167,1496.2589,944.2514,546.5523,5.465523,0.5465523,5.465523E-04,273276.16,2732.7615,273.27615,0.27327615,6.468641E-05,8.042786E-03,0.271513,271.513,0.543026,543.02594
166,1478.06352,938.5972,540.81177,5.4081173,0.5408117,5.4081174E-04,270405.84,2704.0586,270.40585,0.27040586,5.6710076E-05,7.530609E-03,0.270187,270.18698,0.540374,540.37396
165,1451.022,932.943,532.265,5.32265,0.532265,5.32265E-04,266132.5,2661.325,266.1325,0.2661325,6.531108E-05,8.0815265E-03,0.266311,266.311,0.532622,532.622
164,1468.3769,927.2888,537.7523,5.3775234,0.53775233,5.3775235E-04,268876.16,2688.7617,268.87616,0.26887617,1.3844871E-04,1.17664235E-02,0.267893,267.89297,0.535786,535.78595
163,1462.5581,921.6346,535.9133,5.3591332,0.53591335,5.3591334E-04,267956.7,2679.5667,267.95667,0.26795667,6.7014014E-05,8.186209E-03,0.268205,268.205,0.53641,536.41
162,1458.9359,915.9804,534.7681,5.347681,0.5347681,5.347681E-04,267384.06,2673.8406,267.38406,0.26738405,6.69643E-05,8.183172E-03,0.266093,266.093,0.532186,532.186
161,1429.99680,910.3262,525.60645,5.2560644,0.52560645,5.2560645E-04,262803.22,2628.0322,262.80322,0.26280323,7.249127E-05,8.514181E-03,0.263,263.0,0.526,526.00006
160,1420.7773,904.672,522.6831,5.226831,0.5226831,5.226831E-04,261341.55,2613.4155,261.34155,0.26134154,4.6054676E-05,6.7863595E-03,0.2608,260.80002,0.5216,521.60004
159,1411.91583,899.0178,519.87115,5.1987114,0.5198711,5.1987113E-04,259935.56,2599.3555,259.93555,0.25993556,7.25335E-05,8.51666E-03,0.258099,258.099,0.516198,516.198
158,1408.5209,893.3636,518.7933,5.187933,0.5187933,5.187933E-04,259396.64,2593.9663,259.39664,0.25939664,8.2281986E-05,9.070942E-03,0.259403,259.40298,0.518806,518.80597
157,1412.7174,887.7094,520.1256,5.2012563,0.5201256,5.201256E-04,260062.81,2600.6282,260.0628,0.2600628,7.216852E-05,8.495206E-03,0.259445,259.445,0.51889,518.89
156,1383.93441,882.0552,510.97815,5.1097817,0.51097816,5.1097816E-04,255489.08,2554.8909,255.48907,0.25548908,7.7395765E-05,8.797486E-03,0.25507,255.07,0.51014,510.13998
155,1367.6276,876.401,505.7857,5.057857,0.5057857,5.057857E-04,252892.86,2528.9285,252.89285,0.25289285,6.070663E-05,7.791446E-03,0.253046,253.046,0.506092,506.09204
154,1360.73104,870.7468,503.58746,5.035875,0.5035875,5.035875E-04,251793.73,2517.9375,251.79375,0.25179374,5.9593975E-05,7.7197133E-03,0.250452,250.45201,0.500904,500.90405
153,1343.08881,865.0926,497.95804,4.9795804,0.49795803,4.9795804E-04,248979.03,2489.7903,248.97903,0.24897903,6.7118875E-05,8.192611E-03,0.248414,248.414,0.496828,496.828
152,1377.3836,859.4384,508.8931,5.088931,0.50889313,5.088931E-04,254446.56,2544.4656,254.44656,0.25444657,5.6711444E-05,7.5307E-03,0.253442,253.44199,0.506884,506.88394
151,1348.26103,853.7842,499.60934,4.9960933,0.49960932,4.9960933E-04,249804.66,2498.0466,249.80466,0.24980466,5.4723427E-05,7.3975283E-03,0.248353,248.353,0.496706,496.706
150,1321.07455,848.13,490.92114,4.9092116,0.49092114,4.9092114E-04,245460.58,2454.606,245.46059,0.24546058,8.3064995E-05,9.114E-03,0.243646,243.646,0.487292,487.292
149,1314.44786,842.4758,488.80017,4.888002,0.48880017,4.888002E-04,244400.1,2444.001,244.4001,0.2444001,7.486191E-05,8.652278E-03,0.245054,245.054,0.49010804,490.10803
148,1308.5107,836.8216,486.8988,4.868988,0.4868988,4.8689882E-04,243449.4,2434.4941,243.4494,0.2434494,3.6063186E-05,6.005263E-03,0.244017,244.017,0.488034,488.03403
147,1276.14248,831.1674,476.51462,4.7651463,0.47651464,4.7651463E-04,238257.31,2382.5732,238.25732,0.23825732,8.284927E-05,9.102157E-03,0.23636,236.36,0.47272,472.71997
146,1286.82494,825.5132,479.94516,4.7994514,0.47994515,4.7994516E-04,239972.58,2399.7258,239.97258,0.23997258,5.9754275E-05,7.730089E-03,0.23876,238.76,0.47752,477.52
145,1277.43391,819.859,476.92953,4.769295,0.47692955,4.7692953E-04,238464.77,2384.6477,238.46477,0.23846477,7.6775956E-05,8.762189E-03,0.236366,236.366,0.472732,472.732
144,1263.3135,814.2048,472.3902,4.723902,0.4723902,4.723902E-04,236195.11,2361.951,236.1951,0.2361951,7.137741E-05,8.448515E-03,0.234117,234.117,0.468234,468.234
143,1243.75068,808.5506,466.09116,4.6609116,0.46609116,4.6609115E-04,233045.58,2330.4558,233.04558,0.23304558,5.287249E-05,7.271347E-03,0.230524,230.524,0.461048,461.048
142,1230.70181,802.8964,461.88293,4.6188293,0.46188295,4.6188294E-04,230941.47,2309.4148,230.94147,0.23094147,5.0453385E-05,7.103055E-03,0.230814,230.814,0.461628,461.628
141,1226.3110,797.2422,460.4657,4.604657,0.4604657,4.604657E-04,230232.84,2302.3286,230.23285,0.23023285,7.4608964E-05,8.637648E-03,0.227618,227.618,0.455236,455.23596
140,1230.71866,791.588,461.88837,4.6188836,0.46188834,4.6188835E-04,230944.17,2309.4417,230.94417,0.23094417,1.13895345E-04,1.0672176E-02,0.229167,229.16699,0.458334,458.33398
139,1198.4130,785.9338,451.4466,4.514466,0.4514466,4.514466E-04,225723.3,2257.233,225.7233,0.2257233,5.9418035E-05,7.7083097E-03,0.223718,223.718,0.447436,447.436
138,1199.82371,780.2796,451.90326,4.5190325,0.45190325,4.5190327E-04,225951.63,2259.5164,225.95163,0.22595163,5.0488274E-05,7.10551E-03,0.225325,225.325,0.45065,450.65
137,1179.79848,774.6254,445.41464,4.4541464,0.44541466,4.4541465E-04,222707.33,2227.0732,222.70734,0.22270733,4.814527E-05,6.938679E-03,0.221417,221.41699,0.442834,442.83398
136,1156.28000,768.9712,437.77707,4.377771,0.43777707,4.3777708E-04,218888.53,2188.8853,218.88853,0.21888854,5.0237213E-05,7.0878216E-03,0.21676,216.76,0.43352,433.52
